,main_rating,Work/Life Balance,Culture & Values,Diversity & Inclusion,Career Opportunities,Compensation and Benefits,Senior Management,Business Outlook,CEO Approval,Recommend,cons,date_and_job,post_title,pros,status
21,4.0,*,**,,****,****,***,V,V,V,"Demanding, low work life balance","Dec 5, 2018 - Consultant in Brussels",Consultant at Mckiney & Co,You learn a lot from day 1,"Current Employee, less than 1 year"
22,5.0,***,*****,,*****,*****,****,V,V,V,- as you would expect... it's hard work,"Sep 3, 2018 - Service Delivery Manager in Brussels",Absolutely great company to work for,"- Very interesting projects with exposure to CXO level at clients
- Extremely smart and nice colleagues
- Generous benefits package (including very good healthcare plan and group insurance)","Current Employee, more than 3 years"
23,5.0,**,*****,,****,****,***,V,V,V,Long hours needed even from very high performers to meet the very high standards. Doesn't pay as well as IB.,"Dec 18, 2017 - Solutions Specialist in Brussels",Incredible opportunities keep on coming daily,"The People are awesome - super bright but usually also incredibly helpful, there for the impact, not the money. You can forge your own path within the Firm if you work hard enough at it. Very nice perks","Current Employee, more than 1 year"
24,4.0,**,*****,,****,***,****,V,V,V,"Work-life balance not great, high stress level since expectations are very high","Aug 24, 2017 - Engagement Manager in Brussels",Great place,"Great people and team work, truly international network , very high standards of professionalism, innovative","Former Employee, more than 3 years"
25,4.0,**,*****,,*****,***,*****,V,V,V,"Tough hours, a lot of pressure","Apr 21, 2017 - Associate in Brussels",Great company to work for,"Great learning, great people, great network","Former Employee, more than 3 years"
26,5.0,*****,*****,,*****,*****,****,V,V,V,"- poor lifestyle
- sometimes can be hierarchic","Apr 4, 2017 - Business Analyst in Brussels",A great place to learn,"- high learning curve
- good salary and compensation
- work with smart people","Former Employee, more than 1 year"
27,5.0,**,*****,,*****,****,*****,V,V,V,"Work life balance could be improved - can be a bit repetitive. 

Constant High expectation and high pressure for quality and efficiency can be tiresome","Sep 18, 2016 - Solutions Analyst in Ottignies-Louvain-la-Neuve",Very challenging and interesting position,"Challenging position - learning experience top notch - package very interesting. 

Traveling is frequent but allows for family life, very flexible on that matter.","Current Employee, less than 1 year"
28,4.0,**,****,,****,****,****,V,V,V,"High workloads and difficult to maintain a good work/life balance. 
Extensive travelling
From time to time, one can work for unreasonable leaders (as in any company)","Jun 17, 2016 - Practice Specialist in Brussels",Great to grow,"Great environment to learn - continuously stretched and challenged
Good compensation and travel quality
Great exposure and adds a lot of credibility to ones CV
Great leaders","Current Employee, more than 3 years"
29,4.0,***,*****,,****,*****,****,V,V,V,"The firm can be demanding from time to time - making work-life balance hard
No big cons whatsoever, great firm to work for!","Jan 28, 2016 - Digital Technology Specialist in Louvain-la-Neuve",McKinsey & Company,"Smart people, positive culture.
People are open for feedback.
You can grow - people will push you to become better in your job or as a person.","Current Employee, less than 1 year"
30,5.0,**,*****,,*****,*****,*****,V,V,V,"1. Constant super high expectations on delivery
2. Work-life balance","Nov 24, 2015 - Vice President in Brussels",Top firm !,"1. Work with brightest people on the planet
2. Work on exciting client projects
3. True global Firm
4. Learn a lot and at maximal speed","Current Employee, more than 8 years"
31,2.0,***,**,,**,***,**,-,V,V,really not a good atmosphere at least for me,"Apr 10, 2013 - Junior Recruiter in Brussels",good for experience not for a long career,great for your cv not for family,"Former Employee, more than 1 year"
32,4.0,***,*****,,****,****,***,V,V,V,Very high expectations (up or out)^ limited input in staffing process (pnl more important?)^ limited partner presence on site,"Mar 30, 2013 - Associate in Brussels",Great people but demanding,"Big brains^ large network^ fantastic diversity of people, studies, geographies^ great support teams (research))^ superb professional development framework","Current Employee, more than 1 year"
33,5.0,***,*****,,****,****,*****,V,V,V,Long hours but when you love it you don't feel it!,"Feb 19, 2013 - Program Manager in Brussels",Awesome company! You got to try it!,Bright people with strong culture and willingness to make the world better!,"Current Employee, more than 1 year"
34,4.0,**,**,,****,****,**,-,-,V,"Lifestyle and ""elitist"" feeling. Not a great place for non consultants (CSSS) staff who are treated as second class all the time even when they may have more academic achievement and professional experience than many consultants.","Jun 14, 2012 - Knowledge Specialist in Brussels",Good for Newbies but not great place for non consulting staff,Look good in your CV. Stay at nice hotels. Decent performance reviews,"Current Employee, more than 5 years"
35,5.0,,,,,,,O,V,V,"Sometimes long hours to meet deadlines.
You have to be able to handle stress, (but you get used to it).
Hard to get in, you have to be the best; good enough will not do.","Apr 14, 2011 - Summer Analyst in Louvain-la-Neuve","Very learning, challenging and rewarding experience","No bureaucracy.
Nobody cares about details.
Very nice, friendly and intelligent people. 
Interesting projects, opportunities to work abroad.
Pays well.",Former Employee
36,4.0,,,,,,,O,-,O,"recognition, salary, opportunities, development, etc","Nov 23, 2009 - Senior Research Analyst in Louvain-la-Neuve",Review,"good place to work, learning opportunities etc",Current Employee
37,5.0,,,,,,,O,V,V,"- risk of getting stuck in slide-generation and not getting down to seeing change happen (but this can be avoided by getting staffed on longer term, operational projects)
- work/life balance can (but is not always) tough","Mar 14, 2009 - Associate in Brussels","If given a chance, go for it","- excellent personal development opportunities (both formal learning programmes and staffing adapted to personal needs/interests)
- intellectually stimulating and fun people to work with
- tremendous impact and client acceptance",Current Employee
