,main_rating,Work/Life Balance,Culture & Values,Diversity & Inclusion,Career Opportunities,Compensation and Benefits,Senior Management,Business Outlook,CEO Approval,Recommend,cons,date_and_job,post_title,pros,status
16,2.0,*,**,****,**,**,**,V,X,X,"Long hours, lots of stress","Feb 8, 2022 - Junior Auditor in Luxembourg","Long hours, lots of stress","international, friendly, ok pay and good learning curve","Current Employee, more than 1 year"
17,3.0,****,***,***,***,**,****,O,O,O,Salary not competitive relative to peers,"Feb 7, 2022 - Senior Associate in Luxembourg",Good brand but salary not competitive,Good brand and excellent location to work,"Current Employee, less than 1 year"
18,3.0,*,*,**,*****,*****,**,V,V,X,"This accounts for audit as I don't know the other departments, and bear in mind that even in audit it all depends on the team, so all experiences are different : 
Mostly a bad work environment, people put a lot of pressure, most of them are not polite and think they are saving the world. I think the overall 'company culture' is stuck in the past, where kindness is seen as weakness and flexibility is seen as not doing much. Having to wear neat suits and ties without ever seeing clients and sitting behind computers.. 
You can feel that you are more judged on your time presence in the office rather than the work you deliver.","Feb 4, 2022 - Senior Auditor in Luxembourg","Good stepping stone, but company stuck in the past","Good pay, good advantages (possibility to rent a car, lunch vouchers..), great learning opportunities, with the amount of people coming in/out you will find people to hang out with and spend good times.
Great line on the CV, big4 auditors still have a good reputation.
If audit is a work you like, amazing career opportunities with prestigious clients.","Current Employee, more than 1 year"
19,4.0,,,,,,,O,O,O,Nothing nothing nothing nothing nothing,"Jan 31, 2022 - Senior Manager in Luxembourg",A,"Ok, people, career, growth, balance","Current Employee, more than 5 years"
20,2.0,*,**,***,***,***,**,V,-,X,"Pressure, long hours and stressful environment","Jan 30, 2022 - Junior Auditor in Luxembourg",Big 4 atmosphere - just expect it,"Good pay, steep learning curve","Current Employee, more than 1 year"
21,4.0,***,****,****,*****,***,****,-,O,V,"nothing special to raise,overall good experience","Jan 26, 2022 - Auditor in Luxembourg",recommend,"fast progression, teaming, good value,","Current Employee, more than 3 years"
22,3.0,,,,,,,O,O,O,"not enough money, difficult to grow up in CBS","Jan 21, 2022 - Marketing Specialist in Luxembourg","not enough money, good environment","good environment, easy way to start in Luxembourg","Current Employee, less than 1 year"
23,5.0,***,****,****,*****,***,****,V,O,V,"Hard work
Lot of work
Pressure 
Commitment 
Deadlines","Jan 18, 2022 - Manager in Luxembourg",Na,"Multicultural
Open minded 
Young 
Fast learning
Talented","Current Employee, more than 5 years"
24,1.0,*,*,***,**,**,*,X,O,X,"toxic work environment
late shift
overtime not paid
no professional growth","Jan 16, 2022 - Senior Auditor in Luxembourg",Toxic environment,"international environment, young employees, free coffee","Current Employee, less than 1 year"
25,3.0,**,**,*****,****,**,**,V,O,X,"High turnover, bad HR management","Jan 15, 2022 - Senior Consultant in Luxembourg",Salary,Good to develop for young profesional,"Former Employee, more than 1 year"
26,5.0,**,****,*****,*****,*****,****,-,O,V,Too much hierarchical. Difficult to make a difference when for every single step you take someone needs to validate it.,"Jan 12, 2022 - Intern in Luxembourg",Great exposure to much knowledge,"Great location, good ticket resto (180 euros), super well connected to the rest of the city.
Great growth opportunities.","Current Intern, less than 1 year"
27,4.0,,,,,,,O,O,O,low salary i the company,"Dec 3, 2021 - Senior Tax Consultant in Luxembourg",Senior tax consultant,good atmosphere overall in the co,"Current Employee, more than 1 year"
28,4.0,*,****,*****,*****,***,****,O,O,V,Very little support from management in regards to resource management,"Nov 9, 2021 - Manager in Luxembourg",A very good path to launch your career,You will work intensively on various different projects and learn so much about the industries,"Current Employee, more than 5 years"
29,1.0,*,**,***,***,*,*,O,O,X,Very bad environment and low salary,"Oct 27, 2021 - Senior IT Auditor in Luxembourg",bad environment,It is good for the curriculum and training,"Current Employee, less than 1 year"
30,4.0,,,,,,,O,O,O,Sometimes not much work available for interns,"Oct 27, 2021 - Audit Intern in Luxembourg",Good place to work and get experience in audit,Nice friendly office environment. Received lots of mentoring from senior staff,"Former Intern, less than 1 year"
31,2.0,,,,****,,,O,O,O,salary and too much work pressure and stress,"Oct 27, 2021 - Senior Auditor in Luxembourg",Senior auditor,good experience and knowledge and exposure,Current Employee
32,3.0,***,**,**,***,**,***,O,O,O,"salary is low
people could be friendlier","Oct 25, 2021 - Anonymous Employee in Luxembourg",Good but could be better,"great variety of clients in various industries
opportunities to learn","Current Employee, more than 1 year"
33,5.0,****,*****,*****,*****,*****,*****,V,O,V,"Sometimes, it becomes tricky to manage work-life balance.","Oct 16, 2021 - Manager in Luxembourg",EY review,"Developmemt as a specialist, focus on particular industry, values, equal rights","Current Employee, more than 5 years"
34,3.0,***,***,***,***,***,***,-,O,X,personal development is still to be developed,"Oct 12, 2021 - Senior Consultant in Luxembourg",Working at EY,training catalog is huge + variety of clients missions,Current Employee
35,4.0,**,****,****,*****,***,***,O,O,O,High demanding job with inconvenient work time,"Oct 12, 2021 - Senior Auditor in Luxembourg",Salary Senior Auditor,"Year-end bonus, 13th month, pension scheme","Current Employee, more than 1 year"
36,4.0,,,,,,,V,O,V,Long working hours but that is to be expected.,"Oct 10, 2021 - Junior Tax Advisor in Luxembourg",Great experience for a new graduate,"-exposure to interesting projects.
- opportunity to learn a lot.",Current Employee
37,3.0,,,,,,,O,O,O,you know what i mean,"Oct 1, 2021 - Senior Auditor in Luxembourg",sad,young people full of energy,"Current Employee, more than 3 years"
38,4.0,,,,,,,O,O,O,"Long hours work
increase salary slow
specialized firm
Difficulty to develop some service line","Sep 27, 2021 - Senior Manager in Luxembourg",Great experience,"Flexibility at work
International environment
autonomy
Leadership management trust you",Former Employee
39,4.0,****,****,****,***,***,****,O,O,V,Low salary compared to similar positions in Luxembourg.,"Sep 13, 2021 - Finance Associate in Luxembourg",Finance Associate,International and inclusive environment. Good career opportunities.,"Current Employee, less than 1 year"
40,4.0,**,**,*****,*****,***,***,V,O,V,"Too structured
Lack of team spirit","Sep 10, 2021 - Anonymous Employee in Luxembourg",Good to start,"Gives you lots of soft skills
Different challenges every day","Current Employee, more than 1 year"
41,2.0,*,***,****,***,**,**,V,-,X,Too much work pressure and too little incentive,"Sep 3, 2021 - Audit Manager in Luxembourg","Alot of work, too little money",Get to interact and learn from the best in business,Current Employee
42,3.0,,,,,,,O,O,O,no work life balance can be managed,"Aug 28, 2021 - Audit Manager in Luxembourg",lots of work pressure,Good learning curve opp. in EY,"Current Employee, more than 5 years"
43,5.0,****,*****,****,****,*,***,V,O,V,"Benefits are low, ridiculous bonus you definitively don't go there for money but to learn","Aug 18, 2021 - Senior Officer in Luxembourg",I recommend ey Luxembourg,Nice team with reasonable working hours and international team members,"Former Employee, more than 3 years"
44,4.0,*****,****,*****,****,**,***,O,O,O,"Low salaries in comparison with competition, and nothing much to add as a cons to be honest, overall good place to work in even though I wouldn't recommend it as a company to stay for a long time","Aug 13, 2021 - Junior Consultant in Luxembourg","Nice company to start your career in, not to develop it","Nice environment to work in, lots of after-hours activities and events, lots of young people from all sorts of european backgrounds","Current Employee, less than 1 year"
45,3.0,*,***,****,****,**,***,V,-,V,"Lack of appreciation for work
Turnover that is too high to maintain effective work 
Pushed into responsibilities too high for grade
Lack of an ability to turn off","Aug 12, 2021 - Audit Assistant in Luxembourg",Okay,"Exposure to a variety of clients across many industries
Multi cultural work environment
Work from home is possible 2/5 days","Current Employee, more than 1 year"
46,4.0,**,***,**,****,**,***,V,O,V,"Work life balance, Remuneration and the Organization","Aug 6, 2021 - Consultante in Luxembourg",A ver nice career start,"Young, dynamic and nice engagements","Current Employee, more than 1 year"
47,1.0,*,*,*,*,*,*,O,O,X,Not a good place to work in,"Aug 5, 2021 - Junior Auditor in Luxembourg",Junior,A place that can teach you the hard way,"Former Employee, more than 1 year"
48,3.0,***,***,****,***,***,***,V,-,V,"Less paid than other big 4
Extreme pressure as in all big 4","Aug 5, 2021 - Audit Senior Manager in Luxembourg",Audit Senior Manager - Luxembourg,"Multicultural team
Possibility of remote working up 2 days per week","Current Employee, more than 5 years"
49,4.0,,,,,,,O,O,O,"Long working hours, poor work life balance","Aug 3, 2021 - Auditor in Luxembourg",Good,"Good place to work, great learning experience","Current Employee, more than 1 year"
50,3.0,***,**,**,****,**,**,X,V,X,Management ; Salary ; Work environment and others,"Jul 25, 2021 - Junior Tax Advisor in Luxembourg",Remuneration,BIG 4 Company ; possibility to change department easily,"Current Employee, more than 1 year"
51,3.0,**,***,****,***,*,**,V,V,X,"Internal company politics are slowing down the practice, a lot of excuses why relevant previous experience is not taken into account for salary negotiation (pushed on Covid19),only good when no prior experience and you want to gro quickly, if you have worked before for several months or even years I wouldn't consider it.","Jul 21, 2021 - Junior Consultant in Luxembourg",A lot of work for low payment,"If you have the right manager, you quickly can get promotions and have a steep learning curve. Young and mostly nice people",Current Employee
52,3.0,*,****,****,****,**,**,O,O,O,"Bad pay
Poor employee benefits
Bad treatment of seniors","Jul 15, 2021 - Senior Tax Consultant in Luxembourg","Good work culture, bad pay","Good work culture
Open 
Good quality work","Current Employee, less than 1 year"
53,5.0,,,,,,,O,O,O,Pressure and lot of work,"Jul 12, 2021 - Auditor in Luxembourg",Good,"Good company, bit of pressure but cool",Current Employee
54,2.0,*,**,****,**,*,*,X,O,X,"Stressing environment, managers are most of the time busy and stressed. Salary below country average. High turnover, very hard to establish long term professional relationships within the office. Top management cares only about profit does not really mind about employees needs.","Jun 29, 2021 - Digital Consultant in Luxembourg",Please consider other options!,"Good place to learn new tools, new technologies (by yourself only)","Current Employee, more than 1 year"
55,4.0,**,****,*****,*****,***,****,V,-,V,There is very little work/life balance for employees.,"Jun 24, 2021 - Audit Intern in Luxembourg",Internship with EY,The company has a great reputation which looks great on the CV.,"Former Intern, less than 1 year"
56,4.0,***,***,*****,****,**,***,V,O,V,"salary, long hours, micro management","Jun 7, 2021 - Compliance Officer in Luxembourg",Good company to learn,"good company to start a carrer, good learning, team work,",Former Employee
57,3.0,***,***,***,*****,*****,**,V,V,V,"High workload, lots of hours, rigid structure","Jun 2, 2021 - Junior Accountant in Luxembourg",Intense,"Lots of responsibilities, variety of projects, international environment","Current Employee, more than 1 year"
58,5.0,,,,,,,O,O,O,Not enough responsability give to intern,"May 26, 2021 - Summer Intern in Luxembourg",Great Experience,Opportunity to learn a lot,Former Intern
59,3.0,,,,,,,O,O,O,there are none I can think of,"May 24, 2021 - Business Transformation Consultant in Luxembourg",Business Transformation intern,"good learning experience 
good amount of responsibility","Former Intern, less than 1 year"
60,4.0,****,***,****,*****,***,****,-,-,X,Low salaries and benefits. No mindset of equal opportunities.,"May 24, 2021 - Anonymous Employee in Luxembourg","Good, for a short period of time",Great people and a good professional ramp for the Luxembourg market. Good and accessible location.,"Former Employee, more than 1 year"
61,3.0,*,**,***,****,**,****,X,O,X,"Low salary
Bad management
Crazy working hours
Understaffed","May 19, 2021 - Anonymous Employee in Luxembourg",Much too low sqlary,"Working with well-educated people on q daily basis.
Trainings.",Former Employee
62,4.0,***,*****,*****,*****,***,*****,V,V,V,No particular contras to raised.,"May 8, 2021 - Senior Financial Auditor in Luxembourg",Very good experience,"Top learning environment, great challenges.","Current Employee, more than 3 years"
63,3.0,**,***,***,****,**,***,V,O,V,"Bad pay, very long hours.","May 4, 2021 - Auditor in Luxembourg",6/10,Good learning opportunity. Motivated people,Current Employee
64,4.0,,,,,,,O,O,O,Salary a bit below average for Lux,"May 1, 2021 - Junior Tax Advisor in Luxembourg",Great company to start your career,"Young, dynamic, strong career path",Former Employee
65,2.0,**,**,*****,*****,*,**,V,O,V,"Long hours, Salary, work-life balance","Apr 27, 2021 - Senior Auditor in Luxembourg",EY,"Learning, development, challenging projects, career",Current Employee
66,2.0,*,**,****,****,**,**,-,O,X,"Extremely long hours, atrocious HR and hr policies,","Apr 24, 2021 - Assistant Auditor II in Luxembourg",Not great,"Great on CV, learn loads (in theory not always reality), great exposure to business world","Current Employee, more than 1 year"
67,2.0,***,*,****,***,*,*,X,O,X,Poor package and employee benefits,"Apr 23, 2021 - Senior III Consultant in Luxembourg",EY Luxembourg working condition,Dynamic environment in the office,Current Employee
68,3.0,*,***,*****,****,**,***,V,O,X,Do not have cantine and,"Apr 23, 2021 - Financial Analyst in Luxembourg",Good Career starter,"Learn quite a lot in few time
EY time pre-covid",Former Employee
69,4.0,,,,,,,O,O,O,"- low salary
- working hours","Apr 19, 2021 - Junior Associate in Luxembourg",Good opportunity,"- international environment 
- possibility to growth","Current Employee, more than 1 year"
70,4.0,,,,,,,O,O,V,High level of stress and wirking hours,"Apr 15, 2021 - Senior Consultant in Luxembourg",High Learning Curve,Exposure to many new topics and various industries,"Former Employee, more than 3 years"
71,4.0,,,,,,,O,O,O,"Bad work/life balance, overtime is normal","Mar 25, 2021 - Audit Associate in Luxembourg",Intern at EY,"Great work environment, nice colleagues",Current Employee
72,3.0,,,,,,,O,O,O,"Working hours, salary compared to market","Mar 22, 2021 - Senior Auditor in Luxembourg",Audit,"International Culture, Possibility to understand about client business",Current Employee
73,2.0,**,*,**,***,**,***,X,-,X,"Poor salary, lots of work, don't care about employees, ...","Mar 17, 2021 - Data Analyst in Luxembourg",Poor salary,many people you can connect with,"Current Employee, more than 1 year"
74,4.0,**,****,***,****,**,***,V,-,V,very low pay and low bonus,"Mar 8, 2021 - Senior Tax Consultant in Luxembourg",International Firm,"International firm, reputation, exposure, teaming",Current Employee
75,5.0,***,****,****,****,****,***,V,-,V,Late hours occasionaly during busy season,"Mar 8, 2021 - Audit Trainee in Luxembourg",Great place to work,Great for making friends and socializing,"Former Employee, less than 1 year"
76,4.0,,,,,,,O,O,O,Sometimes really long working hours,"Mar 7, 2021 - Junior Consultant in Luxembourg",Great employer to learn,great place to work for reputation,Current Employee
77,4.0,***,****,****,****,***,***,X,O,V,Lower salaries compared to other big 4. Lots of layering in the hierarchy.,"Mar 4, 2021 - Senior Auditor in Luxembourg",Good learning experience at a lower salary,"Good atmosphere, not as toxic of an environment as heard from other big 4.","Current Employee, more than 1 year"
78,3.0,***,***,****,****,***,***,-,O,X,There so too much of politics,"Mar 2, 2021 - M&amp; A Tax Consultant in Luxembourg",Average,"Very good work culture
Proper work-life balance",Former Employee
79,3.0,*,*,***,*****,**,**,-,-,X,"Salary 
Hours and amount of work 
Same tasks throughout the day 
Stress
No time outside of work","Feb 26, 2021 - Tax Advisor in Luxembourg",Quantity but not quality,"You learn to work fast 
You learn to work with stress
You learn to work with different types of people
The name of the company on your resume",Current Employee
80,3.0,**,***,****,****,****,***,O,O,O,Working hours are long in busy season,"Feb 25, 2021 - Audit Assistant in Luxembourg",Audit Assistant,Remuneration is good compared to other countries,"Current Employee, less than 1 year"
81,5.0,***,****,*****,*****,***,*****,-,-,V,no decent place to eat during the pandemic,"Feb 25, 2021 - Tax Intern in Luxembourg",great experience,great team and nice environment,"Former Intern, less than 1 year"
82,3.0,,,,,,,O,O,O,Force Gorgeous Hilarious independent liability,"Feb 22, 2021 - Senior Auditor in Luxembourg",-,"Accounting Bonuses Courses Development 
 Entusiasm",Former Employee
83,3.0,***,***,***,****,**,***,-,-,V,"Understaffed, and unqualified people recruited","Feb 21, 2021 - Staff Auditor in Luxembourg",Exponential Learning curve,exponential learning curve; soft and hard skills,Current Employee
84,3.0,***,****,*****,****,**,***,X,X,X,"Salary is lower than other big four, and Senior has a capped number of hours you can get paid overtime, which happens quite fast in the year","Feb 19, 2021 - Staff Auditor in Luxembourg","Great to start, bad to stay",Quite easy to charge overtime,"Current Employee, more than 1 year"
85,1.0,*,*,**,**,***,*,-,O,X,people work a lot not because it is necessary but because it is in the culture of this company,"Feb 17, 2021 - Junior Auditor Assistant in Luxembourg",Frustrated people,there are no pros in working here,"Current Employee, less than 1 year"
86,5.0,*****,*****,*****,*****,*****,*****,O,O,O,No severe cons to mention,"Feb 16, 2021 - Indirect Tax in Luxembourg",\,Good atmosphere and learning opportunities,Former Intern
87,3.0,****,***,***,****,**,**,V,-,V,"bad management, low salary, lack of performance tracking","Feb 14, 2021 - Senior Consultant in Luxembourg",Bonne ambiance mais mauvais management,"Overtime, interesting work, diverse project","Current Employee, more than 1 year"
88,4.0,***,***,****,***,***,**,-,O,V,Nothing bad in particular x,"Feb 13, 2021 - Senior Tax Advisor in Luxembourg",Overall good,You gain good experience in EY Luxembourg,"Current Employee, more than 3 years"
89,3.0,**,***,***,*****,***,**,V,V,V,you work often on the weekends,"Feb 8, 2021 - Audit Assistant in Luxembourg",Audit in EY,"continuous learning.
good future career possibilities outside of EY","Current Employee, less than 1 year"
90,3.0,,,,,,,O,O,O,we tend to work more during the busy season,"Feb 8, 2021 - Junior Auditor in Luxembourg",junior auditor at EY Lux,there is lots to learn,Former Employee
91,4.0,**,***,*****,*****,***,***,V,-,V,"Absence of hearty and warmly colleagues (at least in my case). There are a lot of people who forget how easy it is just to say ""hello"" and ""bye"" or how easy it is to make some jokes in between. 
Hardware could be better, meaning that the computers they give to interns should not collapse when you open an excel file with 5000 rows.","Feb 6, 2021 - Audit in Luxembourg",Stepping stone and shark tank at the same time,"You learn really a lot about Excel, accounting and auditing. It's a very international environment compared to usual companies, which is a surplus, if like to gain experience with people from other countries.
As an intern the pay is OK compared to the absence of responsibility. In addition to that, interns do not need to pay taxes and social security in Luxembourg.",Current Intern
92,5.0,,,,,,,O,O,O,"Salary, work life balance, salary","Feb 4, 2021 - Associate in Luxembourg",Associate,"Company culture, resources, networking, experience",Current Employee
93,4.0,***,***,*****,*****,****,***,V,V,V,Sometimes work is not well organized. Too many client too less time to work on them.,"Feb 3, 2021 - Senior Auditor in Luxembourg",International Eviroment,It is great to work with young people in international environment. We have additional 200 euro of meal ticket (paid by the employee for 60 euro). There are some additional services for cleaning cloths.,Current Employee
94,3.0,*,***,*****,****,**,**,-,-,V,High fluctuations due to demanding working hours and relatively low package for Luxembourg standards.,"Feb 1, 2021 - Tax Manager in Luxembourg",Tax Manager EY,Great multicultural environment providing for steady learning and career growth,"Former Employee, more than 5 years"
95,4.0,**,****,****,****,***,***,V,O,V,"salaries could be higher, however competition is fierce due to the plus it brings to your resume to work at EY","Jan 26, 2021 - Associate in Luxembourg",Recommend,"Fast-pace work, nice team good benefits",Former Employee
96,3.0,****,***,***,****,*,***,-,O,O,"Very sub-par comp, bonus may compensate in some cases","Jan 23, 2021 - Senior Consultant in Luxembourg",A mixed-bag,"Room to grow, work can be interesting depending on the department/team","Current Employee, more than 3 years"
97,3.0,****,**,**,****,***,**,-,O,X,"Low salary
Bad organization 
Bad IFS
Bad IT materials","Jan 20, 2021 - Assistant Auditor in Luxembourg",Worse than other big4 in Luxembourg,It is a Big 4,"Current Employee, less than 1 year"
98,3.0,***,**,,****,**,***,V,O,V,Salaries are not very high,"Jan 16, 2021 - Manager in Luxembourg",IT audit manager,Technically good from audit perspective,"Current Employee, more than 3 years"
99,4.0,**,****,,****,***,***,V,O,V,hours and salary too low,"Jan 14, 2021 - Auditor Assistant in Luxembourg",Audit,"experience in audit, accounting and finance","Current Employee, more than 3 years"
100,1.0,*,*,****,**,*,*,-,-,X,"Working hour - overtime cannot be charged
Few contact with the client
In the engagements no one care of the quality of the job. The working approach is doing the activities as last year. They care more about the margin than helping people in working properly.
Trainings not coherent with the job people have to do.
Salary lower than other Big4","Jan 12, 2021 - Senior Auditor in Luxembourg",Overall a bad experience,"Young working environment 
Nice building",Current Employee
101,3.0,***,****,,****,***,****,V,O,V,Working hours and demanding deadlines. Lower salary compared to other BIG 4s.,"Jan 11, 2021 - Manager in Luxembourg",Good opportunity to learn and work with experienced people,Good atmosphere with plenty of opportunity to learn,"Former Employee, more than 1 year"
102,2.0,***,**,,**,*,***,-,O,X,"No guidlines, no support, no job training","Jan 8, 2021 - Executive Assistant in Luxembourg",Disappointed,It is a big 4,"Current Employee, less than 1 year"
103,3.0,**,***,,*****,**,***,V,O,V,"Minimum pay for the sector, long hours and repetitive work","Jan 5, 2021 - Junior Auditor in Luxembourg","Good learning experience, straining job",You learn a lot and the environment is super young,"Current Employee, less than 1 year"
104,1.0,*,*,*,*,*,*,X,O,X,"toxic company , elbow mentality, no fair promotions, employer to avoid","Jan 2, 2021 - Manager in Luxembourg",to avoid,I cannot think of one,Current Employee
105,2.0,*,**,,****,**,****,-,O,O,"- during Covid-19, employees are forced to come at least 2 days to the office.
- due to the new policy, some of our colleagues were positive, the only way to avoid it is to oppose the policy. 
A1 and interns are forced to come to the office every day. High risk due to the fact that these people come by public transportation. 
Badges are followed, emails are sent to people not coming to the office, it is a health issue and the long-term consequences of the disease are not clear. For me, this is absolutely irresponsible behavior. In case of health issues, I am sure that no one would take over responsibility. 
- the company tries to generate a growth rate of min 10% but the price for it is paid by its employees since the payment is lower compared to similar firms. 
- unnecessary, permanent pressure - too many feedbacks during one year, administrative work: expense reports, GTE reports is time-consuming.
- low number of resources which makes the completion of projects difficult, high quality is requested but the conditions for it are not offered.","Dec 25, 2020 - Anonymous Employee in Luxembourg",Big potential but not employee friendly,"- networking
- steep learning curve
 - you will be offered nice roles, good demand in the market
- colleagues are nice and supporting each other, very supportive, good memories.","Current Employee, more than 3 years"
106,3.0,***,***,,****,**,***,V,O,X,Salary bellow market and a lot of overtime during busy seasons,"Dec 20, 2020 - Junior Data Analyst in Luxembourg",Good environment,"Free access to learnings, good place to start a career. Overtime paid","Current Employee, less than 1 year"
107,3.0,****,***,*****,****,**,***,O,O,O,"Low compensation compared to other professions in the financial industry, only makes sense to stay longer than 1-3 years if you go for partner track","Dec 17, 2020 - Consultant in Luxembourg",Ok for 1-3 years as a stepping stone,Fun working environment and always someone around for after works,"Former Employee, less than 1 year"
108,4.0,*,***,*****,****,****,***,V,-,V,"There is no work life balance, a lot of pressure to fulfill the deadlines. If you're working with several managers, there is no appreciation for how much work you have to do, you just have to deliver.","Dec 12, 2020 - Senior Auditor in Luxembourg",Senior Auditor,"You learn a lot of excel, accounting, project management... There is a very young environment and people are mostly nice. You have a lot of client exposure and get to know different types of businesses and how they work. You get paid overtime.","Current Employee, more than 1 year"
109,3.0,***,**,****,****,****,**,X,-,X,"No exposure to managers whatsoever 
you are cheap labor that will do a staff's work","Dec 10, 2020 - IT Risk and Assurance Trainee in Luxembourg",Not a great department,"recognition 
good start in your career","Current Intern, less than 1 year"
110,3.0,**,****,****,**,**,***,V,-,V,"Lot of work, to the point to be insane sometimes.","Nov 30, 2020 - Senior Financial Consultant in Luxembourg",Hard worker required,Good friendship and nice environment,Current Employee
111,4.0,***,****,****,****,***,***,-,-,V,Low salaries compared to competitors.,"Nov 8, 2020 - Senior Tax Consultant in Luxembourg",Not bad,"Good colleagues, possibility to develop, multilingual environment.","Former Employee, more than 3 years"
112,3.0,,,,,,,O,O,O,"Long hours, especially during busy season","Oct 15, 2020 - Audit Manager in Luxembourg",Good for young people,Community is great for young people,Former Employee
113,3.0,****,***,****,***,****,**,-,-,V,"outdated style of management, pressure imposed by partners","Oct 14, 2020 - Senior International Tax Consultant in Luxembourg",International Tax,"friendly team, supportive, acceptable work-life balance","Current Employee, more than 1 year"
114,4.0,,,,,,,O,O,O,"Sometimes, there is not enough work","Oct 13, 2020 - Digital Consultant in Luxembourg",Very Good,Lots of training and very nice team,Former Intern
115,1.0,*,*,,*,*,*,X,O,X,"They reward bad management 
Poor pay
Zero work culture","Oct 9, 2020 - Finance in Luxembourg",Worst Finance Director,"Nothing in particular, lunch vouchers, location","Current Employee, less than 1 year"
116,3.0,*,***,*****,****,**,***,O,O,O,"very hierarchical, job title culture","Oct 6, 2020 - Audit Associate in Luxembourg",Good experience,"high pressure environment, fast pace","Former Employee, more than 3 years"
117,3.0,**,****,*****,****,***,****,V,-,V,The workload is too heavy and not in line with the salary.,"Oct 4, 2020 - Junior Consultant in Luxembourg",Junior Consultant,You gain a lot of knowledge as you might provide services to several different companies.,Current Employee
118,5.0,*****,*****,,**,*,*****,V,V,V,"Low salary , poor bonuses and small career opportunities","Sep 9, 2020 - Manager in Luxembourg",Good company,"Very good working environment, good work life balance","Current Employee, more than 1 year"
119,3.0,**,***,,*****,***,****,V,V,V,"WORK HOURS, work load and stress","Sep 4, 2020 - Junior Accountant in Luxembourg",-,"Learning, multinational, english, flexible, networking","Current Employee, more than 1 year"
120,5.0,*,*****,,*****,**,*****,V,O,V,- work life balance at times inexistant,"Sep 1, 2020 - Senior Associate in Luxembourg",Audit,- career path and management lives by values,"Current Employee, more than 1 year"
