,main_rating,Work/Life Balance,Culture & Values,Diversity & Inclusion,Career Opportunities,Compensation and Benefits,Senior Management,Business Outlook,CEO Approval,Recommend,cons,date_and_job,post_title,pros,status
13,5.0,,,,,,,O,O,O,no disadvantage in my opinion,"Jan 19, 2021 - Customer Success Manager in Brussels",good job,interesting job and good company,Current Employee
14,5.0,*****,*****,*****,*****,*****,*****,V,V,V,"I Can’t see any, honestly","Jan 6, 2021 - HR Officer in Grand-Rosière-Hottomont",Learning & growing everyday!,"The possibility to learn new things everyday, to try and be allowed to fail as long as we learn from our mistakes.","Current Employee, more than 1 year"
15,5.0,***,**,**,*****,***,***,V,V,V,I can not find any cons till now.,"Dec 20, 2020 - Business Development Manager in Brussels",best company,good support by team Odoo,Former Employee
16,5.0,****,*****,****,*****,***,**,V,V,V,Service is not the priority of the company,"Nov 13, 2020 - Business Analyst in Oudergem, Brussels",Best training facility you could dream of,Amazing colleagues and atmosphere. Very interesting job,"Former Employee, more than 1 year"
17,5.0,****,*****,,*****,*****,*****,V,V,V,Sometimes the workload can increase can intensily and abruptly.,"Sep 9, 2020 - Functional Consultant in Grand-Rosière-Hottomont",Good working experience,Good colleagues and company culture,"Former Employee, more than 1 year"
18,4.0,,,,,,,O,O,O,No structure in place that enables guidance,"Sep 9, 2020 - Junior Consultant Odoo in Brussels",Salary Odoo,Really young team surrounding you at all times,Current Employee
19,3.0,*****,*****,,***,***,*****,O,O,O,Flat structure but it's changing,"Sep 7, 2020 - Odoo Consultant in Grand-Rosière-Hottomont",Nice company,Good work-life balance and work culture,"Current Employee, more than 1 year"
20,4.0,***,***,,*****,***,***,V,V,V,Lack of structure and stability,"Jul 14, 2020 - Sales Consultant in Brussels",Nice Company for young professionals,"Young, Dynamic and possibilites of quick evolution","Former Employee, more than 1 year"
21,5.0,*****,*****,,*****,****,****,-,V,V,"Not enough employees, too many customers and projects to handle ! Our product is the best come and help us.","Mar 10, 2020 - Sales Account Manager in Brussels",Best product proposed by amazing people !,"- Believe in what you do
- Constantly learning new things and improving 
- Each new project is a new adventure (you don't get fed up)
- Amazing team of people / Great energy, great environnement / Huge family
- Opportunity to travel
- Opportunity to grow personally and professionally
- Discovering new ways of working/interacting with people","Current Employee, more than 1 year"
22,5.0,*****,*****,,*****,****,*****,V,V,V,I don't know yet ...,"Mar 5, 2020 - Business Analyst in Grand-Rosière-Hottomont",BA at Odoo,Wonderful work atmosphere flexible package,"Current Employee, less than 1 year"
23,5.0,*****,*****,,*****,****,*****,V,V,V,Fixed salary is not really high but the commissions are good,"Mar 3, 2020 - Customer Success Manager Indirect in Brussels",Amazing company - Great jobs - Crazy atmosphere,"Bi joining Odoo, you'll work with young, talented et dynamic people from all over the globe, in a fast growing company. It's growing like hell but the company keeps a real ""start up"" mindset.
Jobs are rewarding and exciting, colleagues are open minded and salary package is really good.
And, last but not least, your work-life balance is really important to the management.","Current Employee, less than 1 year"
24,5.0,*****,*****,,****,****,*****,V,V,V,Sometimes a bit of a lack of structure / consistency in procedures,"Mar 2, 2020 - Business Analyst in Grand-Rosière-Hottomont",Nice environment to work!,"- Salary ok
- Incredible team
- Inclusive team spirit
- Job content is interesting 
- Easy mobility within job positions","Current Employee, less than 1 year"
25,5.0,****,*****,,*****,*****,****,V,V,V,The direction sometimes takes some impulsive decisions... you have to be flexible and open-minded if you are willing to work here,"Mar 2, 2020 - Customer Support Agent in Grand-Rosière-Hottomont",Working here is a life experience,"- Great team spirit
- Good salary conditions
- Flexible working hours
- You never stop learning","Current Employee, more than 1 year"
26,5.0,*****,*****,,*****,*****,*****,V,V,V,"flextime, work from home, distance. canteen, car","Mar 2, 2020 - Customer Success Manager in Brussels",Account Manager - Customer Success Manager,"Collaboration, Amusement, Team Building, Growth, Career","Current Employee, less than 1 year"
27,5.0,*****,*****,,****,****,****,-,V,V,"The communication has to be improved (internally, between the different companies)","Mar 2, 2020 - Team Leader in Grand-Rosière-Hottomont",Good to work at Odoo!,"Flexible, autonomous, fast-growing, fast learning, amazing work atmosphere","Current Employee, more than 5 years"
28,5.0,*****,*****,,*****,*****,***,V,V,V,Timesheet can be a little tricky sometimes,"Mar 2, 2020 - Consultant Business Analyst in Grand-Rosière-Hottomont",Great company with a bright future,Great work environment and job is very interesting !,"Current Employee, less than 1 year"
29,5.0,*****,*****,,****,****,*****,V,V,V,Nothing I can think of,"Mar 2, 2020 - Customer Success Manager in Brussels",Great company!,"Company Culture, atmosphere on the floor and grows opportunities","Current Employee, less than 1 year"
30,5.0,*****,*****,,*****,*****,*****,V,V,V,"open floor working, so sometimes it is noisy","Mar 1, 2020 - Business Analyst in Grand-Rosière-Hottomont",What a wonderful world!,"you can choose your own salary package and benefits, they provide drinks, biscuits and soup; very friendly and intelligent people, fun environment, independence but guidance is offered if needed, many opportunities to grow and even change departments if needed","Current Employee, less than 1 year"
31,5.0,*****,*****,,*****,****,*****,V,V,V,It can be challenging as they expect you to grow and learn,"Jan 28, 2020 - Team Leader in Ramillies",Amazing workplace with great opportunities,"It's an amazing workplace and atmosphere, full of young, smart and motivated people, the executive team has a long term vision of what they want to achieve and they let you grow and learn a lot if you put in the work.","Current Employee, more than 3 years"
32,1.0,**,**,,*,**,*,X,X,X,"- no valuable training when you start: it's swim or drown 

- office politics and arbitrariness from executives (see next point)

- no meritocracy (being best buddies with the executives will get you promoted, in some departments worse than in others; being disliked or even speaking up will get you fired quicker than you can imagine)

- hire and fire > managers see you as perfectly exchangeable, regardless of your track record or experience in the company

- ZERO homeworking (the company owner ""doesn't believe"" in homeworking because he tried it once and it didn't work out for him, so obviously it won't work for anybody else)

- zero flextime (you have to arrive on the dot and stick to your break times), today also known as micromanagement

- the company owner has a rude way of communicating with his employees

- no insurances, 401k, pension plans, etc.

- managers often not ready to help you grow as a professional

- pay is comparatively low

- no or very limited growth perspective in terms of career development

- management is usually all over the place and often doesn't treat employees with respect

- this place will drain your motivation like no other (see next point)

- the company makes minimal effort for their customers, and management won't back you up in case you need to step up for a customer; you alone can't help your customers so in the end you just end up with a whole backlog of unhappy customers, when you are the first line of contact and get all the hate from them

All in all this is an initially ""fun"" place to work and collect experience for about a year, but then becomes monotonous and after a while quite toxic; you'll witness colleagues being treated unfairly and will likely start looking for another job soon if you're smart. Every high potential colleague quit the company at some point, the employee retention is extremely low, and the vast majority of people are job-hunting. 
Use it as a stepping stone and keep your guards up.","Nov 16, 2018 - Sales in Brussels",A stepping stone,"- good & fun atmosphere among colleagues, average age mid twenties
- very international people (mixed backgrounds)
- easy to get in if you're fresh off university
- company car","Former Employee, more than 1 year"
33,4.0,*****,****,,****,****,***,V,X,V,"CEO lives in his own reality
Decisions are taken hastily without forethought","Feb 27, 2017 - Developer in Grand-Rosière-Hottomont","Lots of potential, great atmosphere but CEO sometimes out of touch with reality.","Great colleagues
Salary package is ok (car, meal vouchers)
Interesting product","Current Employee, more than 1 year"
34,5.0,*****,*****,,*****,*****,*****,V,V,V,Ideas for improvements are not always taken into account and that might be frustrating.. even though it's clearly not better in other companies.,"Aug 4, 2016 - Functional Consultant in Ramillies","Great company, a lot to learn","1/ Super friendly atmosphere. Perfect balance between fun and productivity: Employees treat each other with humility and respect, and this enables a productive mindset and an effective knowledge sharing.
2/ Internal mobility opportunities ( across departments but also across continents )
3/ A lot to learn, business-wise from the customers, IT-wise from the developers, etc.
4/ The feeling to be a part of a great project","Former Employee, more than 3 years"
35,3.0,****,***,,***,**,****,V,-,X,Company car is a dud; privately-owned company; start-up mentality,"Sep 15, 2014 - Anonymous Employee in Grand-Rosière-Hottomont",They're not afraid to tread their own path,Friendly co-workers; relaxed atmosphere; company drinks and get-togethers; start-up mentality; relaxed dress code,"Current Employee, less than 1 year"
