,main_rating,Work/Life Balance,Culture & Values,Diversity & Inclusion,Career Opportunities,Compensation and Benefits,Senior Management,Business Outlook,CEO Approval,Recommend,cons,date_and_job,post_title,pros,status
18,1.0,*,*,*,***,**,*,O,O,X,"- Praised overtime culture where people cancel their vacations.. for finishing a report.
- No one cares about you as a human being (if you dare to have private afterwork activities, you're deemed as ""not committed enough"").
- Backstabbing culture (and major politics).
- Horrible welcome to new joiners (they are frequently placed in the wrong teams not linked to their expertise, poor onboarding approach).
- People with zero soft skills get promoted, while people with excellent soft/people skills stay behind despite having greater tenure, experience and expertise.","Dec 3, 2021 - Project Manager in Luxembourg",Utter waste of time,- Good brand name on CV.,"Former Employee, more than 1 year"
19,5.0,,,,,,,O,O,O,Didn't find any cons during my experience,"Dec 1, 2021 - Analyst Trainee in Luxembourg",Awesome,"Great atmosphere, best way to start a career","Former Intern, less than 1 year"
20,4.0,,,,,,,O,O,O,high turnover justifies poor behavior for some people,"Dec 1, 2021 - Auditor in Luxembourg",good place to start career,training and guidance in excess,Former Employee
21,4.0,,,,,,,O,O,O,Long hours and unsatisfying payment levels,"Nov 30, 2021 - Senior Associate in Luxembourg",Okish Salary,Good team sprit and you are given full autonomous on the projects,Former Employee
22,4.0,**,****,****,****,****,****,O,O,O,Managing work life balance can be difficult,"Nov 24, 2021 - Senior Audit Associate in Luxembourg",Senior Audit Associate,"Prestigious firm
Lots of opportunities for growth","Current Employee, more than 1 year"
23,5.0,,,,,,,O,O,O,"- Work under high pressure
- Long working hours","Nov 23, 2021 - Senior Auditor in Luxembourg",Very flexible company with great opportunities to grow and learn fast in a great environment,"- Flexible hours
- Young and professional environment
- Several internal trainings 
- Great challenges",Current Employee
24,5.0,***,****,*****,*****,****,****,V,V,V,not very good work-life balance,"Nov 20, 2021 - Associate in Luxembourg",Good place to work,You learn lots of things,"Current Employee, less than 1 year"
25,4.0,,,,,,,O,O,O,"Terrible salary and benefits
Stressful job with lots of unpaid overtime
Opaque promotions and performance reviews","Nov 19, 2021 - Senior Associate in Luxembourg",Great to start.,"Diversity in work and tasks
Young and dynamic environment
Good name on CV and platform to get hired elsewhere",Current Employee
26,4.0,*,***,*****,*****,***,***,V,X,X,"There is no work/life balance
Modern slavery","Nov 18, 2021 - Senior Auditor in Luxembourg","Solid benefits, salary still average","Great opportunity to grow
Good benefits ( allowances )
Meal vouchers","Current Employee, more than 3 years"
27,2.0,*,*,*,****,***,*,O,X,V,"- Pressure
- Reward 
- honest","Nov 15, 2021 - Senior Auditor in Luxembourg",Senior auditor XP,"- Car 
- Trainings
- Lunch ticket","Former Employee, more than 3 years"
28,4.0,***,****,*****,*****,***,***,V,V,V,Salary is not competitive; Stress; Projects may not be good.,"Nov 12, 2021 - Senior Associate in Luxembourg",A good start for fresh graduates,Systematic training; Clear career path; Network.,"Former Employee, more than 3 years"
29,4.0,*,****,****,*****,**,****,O,O,O,"Unrealistic workload, deadline and team planning which has been labeled by the company as ""re-imagine the impossible"".","Nov 2, 2021 - Audit Senior Associate in Luxembourg",Audit,PwC provides opportunities to the people ready to committee themselves to take challenges.,"Current Employee, more than 3 years"
30,3.0,,,,,,,O,O,O,Always low salary for starting positions.,"Oct 30, 2021 - Project Management Office (PMO) in Luxembourg",O k,A good team working environment.,Current Employee
31,5.0,,,,,,,O,O,O,"Overtime and busy season, high fluctuation","Oct 21, 2021 - Senior Associate in Luxembourg",Pwc audit,"Nice people, young people, nice atmosphere",Former Employee
32,4.0,****,*****,*****,*****,****,*****,V,V,V,None so far that i am aware of or that bother me.,"Oct 20, 2021 - Junior Auditor in Luxembourg",Associate,The culture and the people are great.,"Current Employee, less than 1 year"
33,5.0,,,,,,,O,O,O,"No work life balance
Pay not in line with hours worked","Oct 15, 2021 - Audit Senior Manager in Luxembourg",Perfect for those who like challenges,"International company
Access to information 
Benefits of large scale operations 
International assignments
Pioneer in the sector",Current Employee
34,1.0,*,*,*,*****,***,*,-,X,X,"management is rubbish and training is also horrible, grading system is bad as well","Oct 15, 2021 - Junior Associate in Luxembourg",Junior AUDIT,"voucher, phone, bonus, benefits, free calls","Former Employee, less than 1 year"
35,4.0,***,*****,*****,****,****,***,V,V,V,You won't became a full specialist in an area but have a good overall knowledge.,"Oct 11, 2021 - Senior Associate in Luxembourg",Great experience,"Totally recommend if you wish to start ypu career, gain knowledge in diverse areas.","Current Employee, more than 1 year"
36,4.0,*****,*****,***,****,****,*****,O,O,O,Once got slapped by a manager,"Oct 11, 2021 - Audit Associate in Luxembourg",Amazing work life balance,You can decide which 13 hours per day you working,Current Employee
37,5.0,,,,,,,O,O,O,Little responsibility was given to me.,"Oct 11, 2021 - Internship in Luxembourg",PwC Internship,"Good office, lots of cultures.",Current Intern
38,3.0,**,***,****,****,**,***,-,-,V,Sometimes suffers of a lack Recognition,"Oct 6, 2021 - Financial Auditor in Luxembourg",Review,Good for Experience and Skills,Current Employee
39,4.0,***,****,****,****,****,****,V,V,V,Hours of working can be tough,"Oct 1, 2021 - Financial Auditor in Luxembourg",Very good,Very good environment to work in,Current Employee
40,4.0,*****,****,****,****,****,***,O,V,V,Salary is ok for a big4 but not something extraordinary. Extra hours are not payed but given in days off,"Sep 30, 2021 - Associate in Luxembourg",Nice environment and opportunities,"The environment is very nice, good benefit and opportunities","Current Employee, more than 1 year"
41,4.0,***,*****,*****,****,****,****,V,V,V,"Huge workload, not proper work-life balance","Sep 27, 2021 - Audit Senior Associate in Luxembourg",Great place to work in if looking for professional growth,Good environment and care of the employees,"Current Employee, more than 3 years"
42,5.0,,,,,,,O,O,O,Not a great work & life balance.,"Sep 26, 2021 - Project Manager in Luxembourg",Nice company,Nice benefits & perks. Overall good,Current Employee
43,3.0,**,**,**,****,****,***,V,O,O,"Promotions in IFS are not fair and depend a lot on your direct manager. Even if you reach your objectives, it doesn’t guarantee a promotion. Too political","Sep 24, 2021 - Manager in Luxembourg",A lot depends on your manager,Audit promotions are generally fair and annual,"Current Employee, more than 3 years"
44,4.0,**,****,****,*****,**,****,O,O,O,"- work-life balance
- poor salary","Sep 15, 2021 - Associate in Luxembourg",Good Place to begin with,"- high learning curve
- flexibility",Current Employee
45,5.0,***,*****,*****,*****,*****,****,V,O,V,"Long working hours
French and German speakers are priority","Aug 30, 2021 - Senior Auditor in Luxembourg",Long hours,Friendly and professional environment. Feel secured when you work in such an international environment,Current Employee
46,5.0,,,,,,,O,O,O,Working hours can be long,"Aug 27, 2021 - Senior Consultant in Luxembourg",Consulting,Great company to work for and you learn alot,Current Employee
47,5.0,*,*****,*****,*****,*****,*****,V,V,V,"No life balance. When you are there, just forget your life.","Aug 23, 2021 - Audit Manager in Luxembourg",Good company,Very good place to work. IT is well developed and facilitate staff life. Management is aware of issues and problems and try hard to find solutions.,Current Employee
48,3.0,,,,,,,O,O,O,-I was only a temporary intern otherwise with more exposure and time I would have gasped a lot of things,"Aug 19, 2021 - Supply Chain Analyst in Luxembourg",Learning curve for me,"-informative 
-professional 
-customer care 
-goal oriented 
-growth",Former Employee
49,5.0,*,***,*****,*****,**,**,V,V,V,"Not a good work life balance
Salary lower than equivalent full time positions for the most junior","Aug 18, 2021 - Audit Associate in Luxembourg",Lots of opportunities,"easy to move internally
lots of young profesionnals
Challenging environment","Current Employee, more than 5 years"
50,5.0,****,*****,*****,*****,****,*****,V,V,V,Audit firms are very demanding especially during the busy season and it can be tiring to work on long-term,"Aug 5, 2021 - Document Management Officer in Luxembourg",document managament team,Working in a Big 4 enabled you to evolve and progress within an international company,"Current Employee, less than 1 year"
51,3.0,,,,,,,O,O,O,pressure- competitive- depends of your manager- depends of the department,"Aug 5, 2021 - Clerk in Luxembourg",junior,international-global-knowledge-opportunity- good for first experience,Current Employee
52,4.0,**,***,****,***,****,***,O,O,O,"- small bonus up until manager
- life work balance poor
- little time to study although you can take study leave","Aug 3, 2021 - Assistant Manager in Luxembourg",Good Company to start,"- extra benefits apart from salary
- car renting
- canteene in the building
- good offers for leasing",Current Employee
53,3.0,*,***,****,****,***,***,V,V,V,"overtime, no work-life balance.
Stressful work environment, covid made monitoring juniors very difficult","Aug 1, 2021 - Manager/Auditor in Luxembourg",Good place to start a career,"Great exposure to the world of business of finance
Some nice benefits like a car budget etc",Current Employee
54,4.0,*****,****,*****,*****,**,***,O,O,O,tight deadlines - possible overtime,"Jul 13, 2021 - Senior Associate in Luxembourg",Good place to work,International environment - great ambience,"Current Employee, more than 3 years"
55,1.0,***,*,*,*,*,*,-,-,X,"low salary, high pressure, people talk on your back be careful !

After the comapny let me go they don't even fill properly my unemployment form and state that "" I left"" while the company decided to end my contract , that's a shame ! I could not touch my unemployment benefits because of that","Jul 9, 2021 - Advisor in Luxembourg",Terrible experience,"Canteen, training, car leasing, insurance ,flexibility","Former Employee, less than 1 year"
56,4.0,***,****,***,****,*****,***,O,O,O,"Cold work environment
You get random clients as long as you are available","Jul 8, 2021 - Senior Associate in Luxembourg",Ok experience,"Flexible work time
Lots of leave available
Employee benefits greater than other big 4","Current Employee, more than 1 year"
57,3.0,****,***,****,***,***,**,X,V,X,Outdated working methods. Very top down management. Don't really have a perspective for the future.,"Jul 3, 2021 - Associate In Audit in Luxembourg",Job less thrilling than what was sold to you,Working in a modern office having a lot of resources at hand. Wellbeing of employees is important.,"Current Employee, less than 1 year"
58,4.0,**,****,****,****,***,****,-,-,V,some task are sometimes repetitive,"Jul 1, 2021 - Financial Auditor in Luxembourg",Good in general to start,good to learn a lot in accounting,Current Employee
59,1.0,,,,,,,O,O,O,Too much work. Not ideal for family life.,"Jun 16, 2021 - Senior Manager in Luxembourg",Bad,Generous pay and bonuses at the end of the year.,Former Employee
60,3.0,**,****,****,****,***,*****,V,V,V,Difficult to have a work life balance,"Jun 15, 2021 - Senior Financial Auditor in Luxembourg",Carreer perspectives but high workload,"International environment, promotion each year",Current Employee
61,4.0,***,****,*****,****,****,*****,O,O,O,"- Pressure
- Extra time
- Bonuses","Jun 14, 2021 - Associate in Luxembourg",Great Place to Work,"- Atmosphere
- Formative 
- Package","Current Employee, more than 1 year"
62,5.0,*,*****,****,****,****,****,V,-,V,"overtime, long hours, juggle with several tasks","Jun 13, 2021 - Senior Auditor in Luxembourg",satsifactory,"prestigious, learning, exposure, promotion, opportunity",Current Employee
63,4.0,*,***,****,*****,***,***,V,V,X,Workload is huge which affects work life balance,"Jun 3, 2021 - Auditor in Luxembourg",Good employer to start career,Good benefits Pwc tries his best to listen,"Former Employee, more than 1 year"
64,3.0,*,***,****,***,****,***,-,-,X,"- too much pressure
- stressful environnement","May 31, 2021 - Senior Accountant in Luxembourg",Good only if you're an extrovert and can handle pressure,"- Attractive remuneration
- many advantages (car, lunch vounchers, many activities)",Former Employee
65,4.0,**,***,***,*****,****,***,V,-,X,Low salary compared to the industry; Stressful environment; Strong hierarchy,"May 20, 2021 - Senior Consultant in Luxembourg",Good place to work,Diversity; Multi-cultural work environment; Good salary; Fast promotion,Former Employee
66,4.0,**,****,****,****,***,*****,V,O,V,"High workload, understaffed, unequal/inefficient allocation of resources","May 11, 2021 - Senior Auditor in Luxembourg",Good starting pad,"Great learning environment, fast paced and multicultural, market-leading firm","Current Employee, more than 3 years"
67,4.0,,,,,,,O,O,O,"none, you meet a lot of people","May 5, 2021 - Auditeur Financier Senior in Luxembourg",GOOD,"various clients, different every day",Current Employee
68,4.0,**,****,****,*****,****,*****,V,V,V,No count of hours is must to delivering maximum - and required - impact,"Apr 30, 2021 - Senior Consultant in Luxembourg",Demanding job in a people focused company,Various assignments and obviously lots of opportunities to grow,"Current Employee, more than 5 years"
69,4.0,***,****,*****,****,***,***,O,O,O,"You're one resource more of the pool, you will be placed in any project where they need resources, doesn't matter if it doesn't fit really your specialization.
Your experience will depend a lot of the line manager you have. The numbers is what really matters for them. 
Long working hours usually not paid.","Apr 29, 2021 - Senior Advisory Consultant in Luxembourg",Good place to learn,"Great place to learn, connect with people and work for interesting clients. Recommended place to learn from the beginning, not to stay many years.","Current Employee, more than 3 years"
70,4.0,**,*****,*****,****,***,****,V,-,V,"Work life balance, Salary, Benefits, Working hours","Apr 25, 2021 - Senior Audit Associate in Luxembourg",Audit life,"CV, Experience, Exposure, Corporate environment, Connections",Current Employee
71,5.0,***,*****,*****,*****,***,*****,O,O,O,"n/a as an intern. As for associates, I can see that they have a lot of pressure, they might have to work 12 to 15h sometimes.","Apr 17, 2021 - Financial Auditor Intern in Luxembourg",Great internship,"Mentorship, responsibilities, challenging internship, Great career opportunities","Current Employee, less than 1 year"
72,4.0,,,,,,,O,O,O,lots of pressure and tight deadlines,"Apr 12, 2021 - Adviser in Luxembourg",OK,"very interesting work overall, good quality people",Former Employee
73,5.0,,,,,,,O,O,O,"empty city, not a bunch of things to do at Luxembourg","Apr 8, 2021 - Auditor in Luxembourg",audit,salary are good and the work team is too,"Current Intern, less than 1 year"
74,5.0,***,*****,*****,*****,****,*****,-,O,V,"I was lucky to be in a great team, some people had to work lots of overtime of which not all was paid","Apr 8, 2021 - Associate in Luxembourg",Great Place to Work,"Very Flexible Employer, Great Office, Nice People","Former Employee, less than 1 year"
75,4.0,,,,,,,O,O,O,Not really good life balance,"Apr 6, 2021 - Senior Financial Auditor in Luxembourg",D,Great learning and good opportunities of growing,Current Employee
76,4.0,*****,****,*****,****,****,***,O,O,O,pression pays culture eloignement solitude,"Apr 3, 2021 - Manager in Luxembourg",Manager PwC Luxembourg,work life balance voiture de fonction,Former Employee
77,5.0,*****,*****,****,*****,*****,****,O,O,O,Difficulty with post-internship work opportunity in a different department,"Apr 2, 2021 - Trainee in Luxembourg",Trainess,"Opportunity to work with C-suite, robust networking","Former Intern, less than 1 year"
78,1.0,,,,,,,O,O,X,"Very stressful
You are just a number in the big company, even when you do your best","Mar 22, 2021 - Anonymous Intern in Luxembourg",Internship,"Free fruit every morning
Nice canteen",Former Intern
79,1.0,,,,,,,O,O,O,There is a very deep micromanagement,"Mar 21, 2021 - Payroll Specialist in Luxembourg",PWC,Good if you are 22 and starting your career,Former Employee
80,2.0,,,,,,,O,O,O,"Pressure, hierarchy and bussy season","Mar 15, 2021 - Assurance Associate in Luxembourg",PwC- too much pressure,"Good salary, environment and inslattations",Current Employee
81,3.0,**,**,***,****,***,**,V,-,X,In general a not so pleasant working environment . Lots of unfriendly people who push lower levels around.,"Mar 12, 2021 - AML/KYC Officer in Luxembourg",OK Job to get started,"Homebased Working, Systems used are working properly. Management was nice in this department. Good first job experience in order to find out where you do not want work all your life.","Former Employee, more than 5 years"
82,4.0,***,****,***,****,****,***,V,V,V,"Long working hours, work on wekends.","Mar 8, 2021 - Administrator in Luxembourg",Good company,"Good Community, and opportunities for growth.","Current Employee, more than 5 years"
83,4.0,**,*****,*****,*****,***,*****,-,-,V,Low salary and high work pressure,"Mar 3, 2021 - Senior Risk Analyst in Luxembourg",Challenging work place,Encouraging team and supportive environment,Former Employee
84,5.0,***,*****,*****,****,**,***,O,O,O,low salary compared to competition,"Mar 3, 2021 - Analyst Programmer in Luxembourg",Amazing people,"amazing people, nice company culture, interesting company events with lot of fun","Former Employee, more than 1 year"
85,3.0,***,****,****,***,**,***,-,-,X,"Management lower-grade staff is subpar, could be improved","Mar 3, 2021 - Audit Associate in Luxembourg",Good work environment,Positive and inclusive work environment. Invest time in employees' development,Current Employee
86,1.0,,,,,,,O,O,O,you have no life. You have to be lucky to work in good engagements with budget to pay at least some extra hours,"Mar 1, 2021 - Staff Auditor in Luxembourg",NO LIFE,You meet some nice people,Current Employee
87,2.0,*,**,****,***,**,***,O,O,O,"lots of overtime, time pressure","Feb 26, 2021 - Associate in Luxembourg",pwc,"meeting lots of people, vouchers, car leasing","Former Employee, less than 1 year"
88,3.0,*****,****,****,****,**,**,O,O,O,"- Management view not clear
- Little to retain employees","Feb 25, 2021 - Associate in Luxembourg",A,"- Nice people
- Good work-life balance
- Good clients exposition","Current Employee, more than 1 year"
89,3.0,*,***,***,****,***,***,O,O,O,Low pay for long hours,"Feb 21, 2021 - Manager in Luxembourg",PwC,Good for learning soft skills,Current Employee
90,4.0,****,****,*****,*****,****,****,-,-,V,Pression quite present all the time,"Feb 18, 2021 - Auditor Junior in Luxembourg",Good experience,"Good, nice and motivating atmosphere",Current Intern
91,4.0,*,****,****,*****,***,****,V,V,V,"- supplementary hours non paid (EY do it,)","Feb 11, 2021 - Auditeur Financier - Junior in Luxembourg",Good job,"- good teams
- nice company spirit 
- interesting companies to audit",Former Employee
92,3.0,****,**,****,**,**,***,X,X,X,"Management not keeping its word 
Using you until the last breath and after they say sorry we can't hire you after saying ""congratulation you got a job..""","Feb 6, 2021 - Stage in Luxembourg",Non-human HR,"The people I worked with were really helpful (fellow consultants) 
Good salary for an intern + meal vouchers","Former Intern, less than 1 year"
93,5.0,****,*****,*****,*****,****,*****,-,-,V,Corporate politics and it is a large machine,"Feb 2, 2021 - Tax Senior Associate in Luxembourg",Great workplace,"Great team, big clients, great facilities and culture","Current Employee, more than 3 years"
94,3.0,**,**,****,***,***,**,O,O,O,High competition among different hierarchical levels,"Jan 29, 2021 - Junior Auditor/Associate in Luxembourg",Junior Auditor Associate,Great environment to grow up if you find the good team and an helpful senior,"Former Employee, less than 1 year"
95,4.0,,,,,,,O,O,O,Long hours as in all big four,"Jan 26, 2021 - Associate Auditor in Luxembourg",Great place,Great working environment and friendly,Former Employee
96,4.0,,,,,,,O,O,O,"some people are not recognised as they should be
high workload","Jan 26, 2021 - Talent Acquisition Specialist in Luxembourg",company where you can learn and grow,"international, a lot of challenge, learning a lot, trainings",Current Employee
97,4.0,**,***,***,*****,****,***,V,V,V,"no work life balance, stressful","Jan 24, 2021 - Senior Auditor in Luxembourg",big 4,Proud to work in big 4,"Current Employee, more than 1 year"
98,5.0,****,*****,*****,****,****,****,O,V,V,"- Work-life balance varies hugely depending on department and time of year
- Despite being in a country with 3 official languages, it's very French-heavy and it seems easier to get promoted and win favour if you are a French native speaker; Germans and others have to work harder to get to the same place due to different working culture.
- English is the main communication language within the firm, but the quality of English is really bad in internal messages. procedures etc. and even some external documents for paying clients. Many senior people think that their English is better than it really is, and ignore the internal translators (native English speakers) or don't even consult them.","Jan 22, 2021 - Corporate Services in Luxembourg",Excellent place to be during Covid; good employer overall,"- Excellent overall management during Covid: encouraged to work at home, no pressure to come to the office when not necessary, mental health initiatives, online sports/yoga sessions etc., regular catch-up sessions with CEO, no one has lost their job due to Covid, and bonus + 13th salary were still paid in 2020
- Free iPhone with generous data and minutes allowance - no need for a personal phone -> big cost saving in everyday life
- Bonus every June (at least 1 month's salary) and 13th month salary paid in December
- Sleek, comfortable offices
- Nice canteen
- Good concierge service with loads of services to make your personal life easier: car washing, dry-cleaning, Christmas tree ordering, shoe repairs, flowers, and more
- Fantastic Christmas programme, including free Christmas market and a family day on Saturdays with lots of fun for kids (obviously didn't happen in 2020)","Current Employee, more than 5 years"
99,4.0,****,***,*****,****,***,****,-,-,V,"lots of work, salary increase not attractive","Jan 19, 2021 - Risk Assurance Associate in Luxembourg",Good at the beginning,"if interesting projects, you can learn a lot","Current Employee, more than 1 year"
100,4.0,,,,,,,O,O,O,"Lots of work, stressful environment","Jan 17, 2021 - Manager in Luxembourg",Good working environment,"Team spirit, opportunity, sophisticated clients",Current Employee
101,3.0,**,****,****,****,****,****,-,-,V,work life balance is not optimal,"Jan 13, 2021 - Sales Associate in Luxembourg",Cool,Great missions and experiences colleagues,Current Employee
102,3.0,***,***,****,***,****,***,-,-,V,Not enough supervisory for staff,"Jan 10, 2021 - Anonymous Employee in Luxembourg",Good,"Good salary, good career opportunities","Former Employee, less than 1 year"
103,3.0,*,***,***,*****,***,***,V,V,V,"hectic, stressful, bias, unfair, no life","Jan 2, 2021 - Senior Associate in Luxembourg",.,"good salary, innovative, opportunities to grow","Current Employee, less than 1 year"
104,3.0,****,***,***,***,**,,O,O,O,the salary is not as good as in some other places,"Dec 24, 2020 - Junior Consultant in Luxembourg","Great place to work at, good culture and Work/life balance","work/life balance, team spirit, location","Current Employee, less than 1 year"
105,1.0,*,*,***,***,*,*,X,X,X,"Workload, lack of management, no inspirational leaders, no strategic visions","Dec 18, 2020 - Business Analyst in Luxembourg",Business Analyst,"International teams, nice office, good career start","Former Employee, more than 3 years"
106,3.0,***,***,**,***,**,*,V,V,V,"Uninspiring partners and mentality, needs to value people more","Dec 17, 2020 - Director Advisory in Luxembourg",Good projects,"Good projects and variety, training","Current Employee, more than 8 years"
107,4.0,**,***,***,*****,****,**,O,O,O,workload and atmosphere and politics.,"Dec 17, 2020 - Senior Manager in Luxembourg",tax,"experience, international character, getting to know various bussinesses",Former Employee
108,3.0,**,***,****,***,***,**,O,O,O,"- barely possible to gain any deep knowledge on any specific topic if you are working in audit department. Consider either corp fin, tax , framework advisory. Still give preference to particular person, rather then a department.","Dec 14, 2020 - Senior Auditor in Luxembourg",Good to start if you come from unprivileged background,"- flexibility ( time, industry)
- level up for stress resistance and time management
- you can meet a few bright minds which will inspire you (most likely it won’t be a top management who just sat and waited for promotion )
- need to find the right moment to quit , doesn’t make sense stay longer than 2-3 years","Former Employee, more than 5 years"
109,4.0,****,***,****,****,****,***,V,V,V,- limited cultural activities and networking opportunity,"Dec 10, 2020 - Trainee in Luxembourg",Experience in PwC Lux,"- supportive working environment 
- opportunities to have internal training and seminars 
- internal sources for self-improvement 
- competitive working salary, compared to other country","Current Intern, less than 1 year"
110,4.0,,,,,,,O,O,O,"Long hours especially during the ""busy season""","Dec 7, 2020 - Audit Manager in Luxembourg",Mixed experiences,Good development opportunities and generally great team atmosphere,Current Employee
111,3.0,**,****,*****,**,*,***,X,-,X,"Long working hours, extra time not paid, slow career evolution","Nov 30, 2020 - Consultante in Luxembourg",Mixed opinion,"Meal vouchers, bonus, end year premium, car leasing",Current Employee
112,2.0,*,**,,**,**,**,X,O,X,High stress for low salary,"Nov 30, 2020 - Senior Transfer Pricing Analyst in Luxembourg",Transfer pricing,"Learning and development, good training, good tools","Former Employee, more than 3 years"
113,5.0,***,***,,*****,***,****,V,O,V,"Working hours are set for interns by a rule in Luxembourg, making it less flexible","Nov 25, 2020 - Tax Intern in Luxembourg",Great place to work!,"Great team, various seminar and learning opportunities","Former Intern, less than 1 year"
114,5.0,****,****,*****,****,****,****,V,O,V,Challenging work as in all leading law firms,"Nov 23, 2020 - Human Resources Manager in Luxembourg",Stimulating and friendly work environment,Day to day coaching / culture value of team spirit and caring / autonomy,Current Employee
115,5.0,*****,*****,*****,*****,****,****,-,-,V,Your managers do not give you a lot of workload,"Nov 17, 2020 - Financial Reporting Services in Luxembourg",Financial Reporting Services Intern,They have a really great corporate culture,Current Intern
116,5.0,,,,,,,O,O,O,"- Very big company
- Partnership","Nov 10, 2020 - IT Manager in Luxembourg",Highly recommended,"- The best big 4 in Luxembourg.
- People focus
- Projects versatility
- Rewards",Current Employee
117,5.0,*****,*****,*****,*****,****,*****,V,V,V,Long hours can be a challenge,"Nov 6, 2020 - Senior Manager in Luxembourg",No 1,"Amazing experience 
Number one employer! Highly recommended.",Current Employee
118,5.0,****,*****,*****,*****,*****,*****,-,V,V,Nice atmosphere and kolleques tho,"Nov 3, 2020 - Junior Associate in Luxembourg",Perfect,Best company in The world,Current Employee
119,2.0,*,**,**,***,***,*,X,-,X,"Risk of not passing the trial period due to unfair and unreasonable reasons.
No work life balance","Nov 1, 2020 - Senior Associate in Luxembourg",Worst experience,"Good learning experience
Highest paid employer among all other Big 4s","Former Employee, less than 1 year"
