,main_rating,Work/Life Balance,Culture & Values,Diversity & Inclusion,Career Opportunities,Compensation and Benefits,Senior Management,Business Outlook,CEO Approval,Recommend,cons,date_and_job,post_title,pros,status
10,4.0,***,***,*****,*****,***,*****,O,O,O,A lot of self learning and communication and tema support depends on team,"Feb 28, 2022 - Audit Assistant II in Luxembourg",Audit,Various activities and clients base,Current Employee
11,4.0,****,****,*****,*****,****,****,O,O,O,- Salary below the national average,"Feb 27, 2022 - Audit Trainee in Luxembourg",Good experience,"-Work environment
- Working hours (trainees)
- Long-term contract possibility",Current Intern
12,5.0,****,*****,*****,****,*****,*****,V,V,V,"- Easy to be hired, they need people so no real value compared to Paris for ex","Feb 24, 2022 - Financial Auditor Intern in Luxembourg",Great experience in Luxembourg,"- Salary
- Environment 
- Teams","Former Intern, less than 1 year"
13,4.0,,,,,,,O,O,O,"Overtime and current covid situation
bad coffee","Feb 15, 2022 - Analyst in Luxembourg",.,"Spirit of the team, interesting people",Current Employee
14,4.0,**,*****,*****,****,***,****,O,O,O,Lot of work and stress,"Feb 13, 2022 - Senior Tax Manager in Luxembourg",Great place,"Good formation/ training
A solid experience for the start of a career",Current Employee
15,5.0,,,,,,,O,O,O,"None, it is a good company to grow up in","Feb 9, 2022 - Anonymous Intern in Luxembourg",Transfer pricing trainee,Good work environment of work,Current Intern
16,4.0,***,****,*****,****,****,****,V,V,V,long working hours in my department,"Feb 4, 2022 - Senior Accountant in Luxembourg",Good environment,"share knowledge, learn fast in little time","Current Employee, more than 1 year"
17,5.0,****,****,*****,****,****,****,V,-,V,Can be very stressful depending on the time of the year,"Jan 31, 2022 - Auditor in Luxembourg",Good job,It is a very interesting field of work,Former Employee
18,2.0,*,****,****,***,****,*,-,V,X,"Impossibile to work less than 8h in Consultancy, audit is way worse.
They try to talk to you about work more and more.","Jan 28, 2022 - Financial Analyst in Luxembourg",Deloitte,"Benefits, Multicultural workplace, Career coaches.","Current Employee, less than 1 year"
19,2.0,*,*,**,***,*,*,X,O,X,"- the job is boring, once you've seen it all 
- after 5 you can become a manager, even if you have NOT clue how to lead a team: creating terrible conditions for the teams
- no recognition
- underpaid for the hours done","Jan 26, 2022 - Senior Auditor in Luxembourg",Great experience but never again,"- Lots to learn both in audit and consulting
- So much knowledge on clients process and regulations
- The new joiners atmosphere is great, especially when in a new country/city. Just like starting in a new school, you will make loads of friends (and struggle all together ;) )","Current Employee, more than 5 years"
20,4.0,***,****,*****,*****,****,***,V,V,V,"not enough support from superiors to staff, personally","Jan 26, 2022 - Junior Auditor in Luxembourg",Great balance work/pay,"good international environment, initiatives from personal side and on the professional side well organized work structures and hierarchy",Current Employee
21,4.0,*****,*****,****,****,****,*****,V,V,V,"Challenge of working within functional, industry and geographic silos.","Jan 24, 2022 - Associate Director in Luxembourg",Deloitte Touche Tohmatsu Ltd,"Client profile, leadership, expert collaboration","Former Employee, more than 10 years"
22,3.0,*,*,****,***,*,*,X,-,X,Too many as well as unnecessary layers of revision,"Jan 23, 2022 - Staff Auditor in Luxembourg",It's boring,International atmosphere in the office,Current Employee
23,3.0,,,,,,,O,O,O,- Salary is way below average,"Jan 22, 2022 - Consultant in Luxembourg",test,- Learning possibilities are given + working with high professionals,Current Employee
24,2.0,*,***,***,***,***,**,O,O,O,- work / life balance,"Jan 21, 2022 - AML Analyst in Luxembourg",N/A,"- experience 
- different clients in an industry","Current Employee, more than 1 year"
25,3.0,**,**,,****,***,****,V,-,V,"Low salary, high stress, overtime","Jan 19, 2022 - IT Officer in Luxembourg",First employment ojt of university,"Network, team synergy, dynamic, experience, learnin, package",Current Employee
26,4.0,**,*****,*****,*****,****,***,-,O,V,Hours due to lack of staff and turnover,"Jan 18, 2022 - Senior Auditor in Luxembourg",Good experience,"Flexibility for working hours and location, lot of diversified audits, working with very knowledgable and committed professionals",Former Employee
27,4.0,***,****,***,****,***,*****,V,V,V,"Company is more French than they advertise.

System for promotion/ salary increase etc is outdated. I've seen colleagues who should have been promoted not promoted.

Really underemployed, therefore overtime is in abundance.","Dec 30, 2021 - Senior Auditor in Luxembourg",Good stepping stone,"Interesting if you're auditing a sector/ companies you have interest in working in/ for in the future.

Good progression through the company.

People are mostly nice.",Current Employee
28,3.0,***,***,,****,**,***,O,O,O,Can be difficult to actually work in the area you want to depending on the current project situation.,"Dec 25, 2021 - Consultant in Luxembourg",Good to start your career if you are looking for broad knowledge.,You have a chance to look at many different areas.,"Current Employee, more than 3 years"
29,1.0,*,*,*,*,*,*,O,O,O,"Work in the weekend, not expected from a big4","Dec 18, 2021 - Manager in Luxembourg",Manager,"Good projects, good challenges at work","Current Employee, less than 1 year"
30,4.0,***,****,*****,****,***,****,V,V,V,The remuneration of the industry is a little bit low,"Dec 3, 2021 - Analyst in Luxembourg",Good company policies,The company apply good policities,"Current Employee, less than 1 year"
31,3.0,*,**,**,****,**,**,X,V,X,"Too much turnover
No much coaching from unexperienced seniors.
You can easily be working on a project by yourself due to the low budget","Dec 1, 2021 - Auditor in Luxembourg",Career,Work with different clients during,"Current Employee, more than 1 year"
32,1.0,*,*,*,*,*,*,X,X,X,"Poor salary, hours are crazy","Nov 30, 2021 - Accountant in Luxembourg",`,"Good network, good range of clients",Current Employee
33,3.0,,,,,,,O,O,O,Salary not competitive compared to market salary in Luxembourg,"Nov 30, 2021 - Senior Tax Consultant in Luxembourg",Good opportunity to start your career,"Good benefits, nice infrastructure, possibility to grow professionally and evolve","Current Employee, more than 3 years"
34,4.0,***,****,****,*****,***,***,O,O,O,Poor salary relative to work life balance,"Nov 25, 2021 - Anonymous Employee in Luxembourg",Good work experience for young workers,"Good environnement to learn 
Opportunités to grow","Former Employee, more than 3 years"
35,4.0,,,,,,,O,O,O,"Salary not competitive, workload can be challenging","Nov 21, 2021 - Analyst in Luxembourg",Positive,Good learning opportunities for beginners,Current Employee
36,2.0,*,****,*****,*****,**,*****,V,-,V,"no cons, great place to work in","Nov 20, 2021 - Anonymous Employee in Luxembourg",inv management,"long working hours, great comunity",Former Employee
37,4.0,****,*****,***,*,****,****,-,-,V,only 5 weeks as vacancy,"Nov 17, 2021 - Tax Consultant in Luxembourg",Deloitte Luxembourg,"Leasing Car
Bonus could be convert to vacation
13 th Month could be convert to vacation
Location 
Work balance life",Current Employee
38,5.0,*****,*****,*****,*****,*****,*****,V,-,V,During my internship I cannot find an inconvenient.,"Nov 11, 2021 - Stagiaire en audit financier in Luxembourg",Internship,"Greet team 
Great formation
Great advantages","Current Intern, less than 1 year"
39,3.0,*,**,**,*****,****,***,O,O,O,"Very low diversity of profiles 
Working under unjustified heavy time pressure 
You are often put in situation where you sell services you have no idea how you will manage
Chronic understaffing and low resources","Nov 8, 2021 - Consulting Senior Manager in Luxembourg",Challenges and luck,"Great learning curve
Good resume booster
Everything is made to allow you to socialize with your collegues who become your friends","Former Employee, more than 5 years"
40,3.0,***,***,***,***,***,***,O,O,O,The working hours depending from the service and season are long,"Nov 4, 2021 - Senior Auditor in Luxembourg",Neutral,"Company has benefits like leasing, Healthcare etc",Current Employee
41,5.0,***,****,*****,*****,****,*****,V,V,V,Difficult to stay in comfort zone,"Nov 2, 2021 - Partner in Luxembourg",Career accelerator !,"Diversity of people, talents and projects","Current Employee, more than 5 years"
42,3.0,*,****,****,***,***,**,V,-,X,No future and no technical knowledge development,"Nov 2, 2021 - Analyst in Luxembourg",Fund analyst,It's not rocket science and you don't need any knowledge or formation,"Current Employee, less than 1 year"
43,3.0,,,,,,,O,O,O,"slow at promoting professionals who are not from the business units-audit, tax, etc","Oct 27, 2021 - Officer in Luxembourg",.,very flexible in working arrangements,Current Employee
44,4.0,,,,,,,O,O,O,There are politics in some departments and the enviornment is not very friendly,"Oct 27, 2021 - Audit Manager in Luxembourg",Audit Manager in Luxembourg,Environment is challenging and pushes you to grow fast,Current Employee
45,4.0,,,,,,,O,O,O,"starting salary, flat learning curve after few years due to lack of trainings, balance private-professionnal lifes","Oct 11, 2021 - Senior Consultant in Luxembourg",Good to start with,"Dynamic, young, quick learning curve",Former Employee
46,5.0,****,*****,*****,*****,****,*****,O,O,O,- Long hours sometimes in case of tight deadlines,"Oct 1, 2021 - Analyst in Luxembourg",Good brand and learning opportunities,"+ Extra time paid at Luxembourg rate
+ Brand name
+ Flexibility",Current Employee
47,1.0,*,*,***,**,*,*,X,X,X,"Low salary, no reward, lot of work,","Sep 29, 2021 - Manager in Luxembourg",Manager,Young people atmosphere and challenging,"Current Employee, more than 5 years"
48,3.0,*,***,**,***,***,**,O,O,O,The overtime and the attitude of the partner and senior management,"Sep 27, 2021 - Anonymous Employee in Luxembourg",Overall a good experience,"You have to work hard, but learn a lot. Nice team too.","Former Employee, more than 3 years"
49,4.0,****,*****,*****,***,*****,****,V,O,V,"- Being short-staffed is quite recurrent
- Difficult to move internally if you're doing a good job on your current engagements, and externally is quite limited (each firm is independent so reluctant to see its assets going to another member firm)","Sep 23, 2021 - Senior Associate - Audit in Luxembourg",Great path to develop your career,"- Learning a lot
- Responsibilities given quite quickly (in 2nd year if performant and get along well with seniors and above)
- Great IT Tools for Audit
- Work-life balance respected (Depending on the engagements)
- Encourages building relationships, and more importantly, friendships.","Current Employee, more than 1 year"
50,4.0,****,***,****,*****,****,****,O,O,O,Long hours and work environment can be tough.,"Sep 15, 2021 - Senior Auditor in Luxembourg",Nice experience,"Fast growth, good network easy to build.","Current Employee, more than 1 year"
51,5.0,****,*****,*****,****,****,****,V,V,V,nothing is needed to mention,"Sep 13, 2021 - Senior Auditor I in Luxembourg",good,Good environment and tone at the top,Current Employee
52,3.0,***,*,**,****,***,*,O,O,O,Management and higher ups dont care about you. If youre cold and calculated you rise up and if youre nice and genuine you dont.,"Sep 12, 2021 - Tax Consultant in Luxembourg",Interesting Experience,It looks good on resume,"Former Employee, more than 1 year"
53,3.0,*,***,*****,*,**,**,V,-,X,"Pressure 
Stressful environment
Overtime hours
Short Deadlines","Aug 19, 2021 - Learning and Development in Luxembourg",Great Values,"Flex time
Homeworking
Nice colleagues
New premises
Work Package",Current Employee
54,3.0,,,,,,,O,O,O,"- The employee turnover is really high, and it can get difficult to handle some projects because of it.
- Often work under pressure","Aug 13, 2021 - Human Resources Officer in Luxembourg",Review,The work flexibility is a big advantage and the professional car leasing also is a big + point in this company,Current Employee
55,5.0,*****,*****,*****,*****,*****,*****,O,O,O,the salary is not much,"Aug 12, 2021 - Accountant in Luxembourg",good,gained experience， so its good,Former Employee
56,4.0,**,*****,****,*****,***,****,V,V,V,"Sometimes, lack of attention to the staff's wellbeing","Aug 8, 2021 - Audit Manager in Luxembourg",Audit dept Manager (CIPS),"Friendly environment 
Nice clients
Nice colleagues",Current Employee
57,3.0,,,,,,,O,O,O,"The salary is low, long working hours and bad home working policy which is now improving due to Covid constraints.","Aug 7, 2021 - Tax Advisor in Luxembourg",Good,Good learning curve and nice team. You never stop learning and it's a great school to start your career. Nice team building events.,"Current Employee, more than 3 years"
58,4.0,,,,,,,O,O,O,intensive work extra working time,"Aug 6, 2021 - Intern in Luxembourg",Good,Canteen Package insurance learning good for a start,Current Intern
59,5.0,,,,,,,O,O,O,There is no cons at least I have ever seen.,"Aug 3, 2021 - Senior Consultant in Luxembourg",Nice place to work,Always good in communication with employees,Current Employee
60,1.0,*,*,*,*,*,*,-,X,X,"My experience was the worse i've had in my life. Discriminatory behavior from partners and managers. They truly look after their own - if you work in Luxembourg, and specifically in big 4, you will know exactly what i mean. It is no secret, that they only pull in international people to fill the quota, but then do not give you the same opportunities to progress. if you manage to become best friends with the partner, you won't have to worry about progression or promotion - it will come regardless of your quality of work. However, even if you do everything right, it only takes 1 manager with a good relationship with the partner to trash your name and make them dislike you for the pettiest of reasons.","Jul 27, 2021 - Tax Consultant in Luxembourg",No respect for lower level employees,"The only good thing that came out of this job is my resume and the ""hype"" of working at a big 4, but that's only a thing for those that already work in big 4. No one cares about where you work outside of your office.","Former Employee, more than 1 year"
61,3.0,***,***,**,****,**,**,O,O,O,"- low wages
- intense workload
- office politics","Jul 26, 2021 - Senior Tax Advisor in Luxembourg",Tax advisor,"- company standing
- client quality
- training","Current Employee, more than 1 year"
62,2.0,****,*,*,**,**,*,O,O,X,"Discrimination based on nationality
Uncompetent supervisors","Jul 22, 2021 - Junior Tax Advisor in Luxembourg",Junior Tax Advisor,"Good company as a first job
Possible to maintain good life work ballance","Former Employee, more than 1 year"
63,5.0,****,*****,*****,*****,****,****,V,V,V,"Long hours, can be tough if you're in the wrong team","Jul 21, 2021 - Audit Manager in Luxembourg",Pleasant,"People oriented, great opportunities, good learning","Current Employee, more than 1 year"
64,3.0,*,***,****,*****,***,***,V,V,V,"High repetitiveness of tasks
Long Hours","Jul 12, 2021 - Senior Financial Auditor in Luxembourg",PE/RE Senior,Exposure to a booming industry,"Current Employee, more than 3 years"
65,4.0,****,***,****,****,****,***,V,V,V,No feedback if not asked,"Jul 8, 2021 - Trainee in Luxembourg",Trainee 6 months,"Lot to learn, Good integration","Current Intern, more than 1 year"
66,3.0,,,,,,,O,O,O,salary quite low compared to average,"Jul 7, 2021 - Audit Trainee in Luxembourg",Audit trainee luxembourg,"Lunch vouchers for 10,80 €",Former Intern
67,3.0,***,****,****,****,*,***,O,-,O,Salaries and bonuses for lower level employees are not in line with employees' efforts. Entry level salaries have only increased very slightly over the last 5 years (ca. 200E) whereas living costs in Luxembourg (especially housing) are exploding.,"Jul 6, 2021 - Analyst in Luxembourg","Biggest consulting employer in Luxembourg, but salaries not in line with living costs","Interesting projects and steep learning curve, mostly very proactive and supportive working environment","Current Employee, more than 1 year"
68,3.0,**,****,****,****,**,***,V,-,X,"High workload which is not in line with the benefits : often need to work on the week-end

Partners are disconnected of the business activity of their teams","Jul 4, 2021 - Junior Auditor 2nd Year in Luxembourg",Lot of progress to do,"Nice people, good team spirit","Current Employee, more than 1 year"
69,4.0,*,**,****,****,**,****,X,O,X,"Tons of workload, low salary","Jul 3, 2021 - Capital Markets Analyst in Luxembourg",Big4 career,"Fast career progress, name recognition","Current Employee, more than 1 year"
70,1.0,*,**,***,****,**,*,O,O,O,"- Working like a computer and treated like one
 - A lot of overtime
 - No work life balance for half of the year","Jun 29, 2021 - Audit Associate in Luxembourg",Work like a computer,"- Good name brand on your CV
 - International opportunities","Current Employee, less than 1 year"
71,5.0,,,,,,,O,O,O,Long hours. Minimal communication with management,"Jun 29, 2021 - Analyst in Luxembourg","Amazing team, great guidance and opportunities.","Amazing team, great guidance and opportunities. Good benefits","Current Employee, more than 1 year"
72,5.0,****,****,*****,****,****,***,O,V,V,nothing in particular as a trainee because you only work 9-18. But when you become a Junior you start doing many overhours.,"Jun 29, 2021 - Audit Trainee in Luxembourg",Nice environment where you can learn and grow fast,"-learning and formation
-young environment
-lunch vouchers","Former Intern, less than 1 year"
73,5.0,****,****,*****,****,****,****,V,V,V,Work Hard and must be involved,"Jun 29, 2021 - Manager in Luxembourg",Manager,Very Interesting job and challenging,Current Employee
74,4.0,,,,,,,O,O,O,"workload, procedurial, low spending on internal services thus lacking behind","Jun 22, 2021 - Learning Coordinator in Luxembourg",Review,"Dynamic, entrepreneurial, young, large, digital",Current Employee
75,4.0,*****,****,****,*****,***,***,-,O,V,"The feedback process wasn't clear for interns from day one.
Sometimes I experienced a lack of guidance, especially on engagements with no senior.","Jun 21, 2021 - Audit Intern in Luxembourg",Great intern experience,"Gained a lot of knowledge through e-learning and hands-on work experience.
The company provided every material necessary to perform the job.","Former Intern, less than 1 year"
76,1.0,*,*,*,***,****,*,X,X,X,Lots of boring and useless staff to be done,"Jun 20, 2021 - Junior Auditor in Luxembourg",Boring job,the salary as an entry level position is pretty good,"Current Employee, less than 1 year"
77,4.0,***,****,***,*****,**,***,V,O,V,"High turnover of people, anytime of the year","Jun 14, 2021 - Risk Analyst in Luxembourg",great first experience,Young and dynamic environment with steep learning curve,"Current Employee, more than 1 year"
78,5.0,*,**,***,**,**,**,O,O,O,"High pressure 
Disappointing in terms of ethics and learning experience.","Jun 11, 2021 - Advisory Manager in Luxembourg",Lowest retention rate ever,The brand > really good for future opportunities,"Former Employee, more than 8 years"
79,4.0,***,****,****,*****,****,****,V,-,V,"Lot of pression, huge workload, challengions environment","Jun 7, 2021 - Senior Manager in Luxembourg",Dynamic firm,Continuous Training - wide professional skills,Current Employee
80,3.0,,,,,,,O,O,O,Long working hours 70h+ per week,"Jun 6, 2021 - Manager in Luxembourg",Mixed,"Bright people, varied projects, promotion opportunities",Current Employee
81,4.0,**,****,*****,*****,***,****,V,V,V,"heavy workload, not always good work/life balance","Jun 6, 2021 - Senior Auditor in Luxembourg",Good place to start,"Flexible schedules, young community, challenging, learning pace","Current Employee, more than 3 years"
82,5.0,****,****,****,****,***,****,V,V,V,after covid 19 they don't pay extra time any longer unless very marginal exceptions,"Jun 3, 2021 - Transfer Pricing Associate in Conversano",good place,"great people, great organization, good experience",Current Employee
83,4.0,,,,,,,O,O,O,work life balance and less pay,"Jun 1, 2021 - Tax Consultant in Luxembourg",good to have,"diversity , learning curve , big 4 experience",Current Employee
84,2.0,,,,,,,O,O,O,"Stressful, terrible work-life balance and very rigid hierarchy","May 31, 2021 - Junior Auditor in Luxembourg",No time left for yourself outside of weekends,"Great opportunities for learning, especially for those with no previous work experience in finance/accounting","Current Employee, more than 1 year"
85,4.0,,,,,,,O,O,O,"long hours, lack of management communication with general employees","May 26, 2021 - Analyst in Luxembourg",great place to work,good team spirit - well organised management,Current Employee
86,4.0,,,,,,,O,O,O,The same as in other big4,"May 16, 2021 - Junior Auditor in Luxembourg",Good experience,"International environment, great clients, lots of learning",Current Employee
87,4.0,,,,,,,V,V,V,"Work life balance, quality of work","May 14, 2021 - Junior Auditor in Luxembourg",Good,"Growth, learning, opportunities, leader, AI",Current Employee
88,3.0,**,****,****,****,**,****,O,O,O,"low salary, high workload, overtime","May 7, 2021 - Analyst in Luxembourg",GAT,you can learn a lot,"Current Employee, more than 1 year"
89,4.0,***,*****,*****,*****,****,****,V,V,V,A lot of unwritten rules regarding overtime,"Apr 29, 2021 - Financial Analyst in Luxembourg",Very nice company,"Full of growth opportunities, a lot of variety in cultures, jobs, activities...","Current Employee, more than 1 year"
90,3.0,*,***,***,*****,**,***,O,O,O,"High competition, long working hours","Apr 28, 2021 - Banking Consultant in Luxembourg",Intern Banking Strategy,"Great learning experience, diversity, company activities","Former Intern, less than 1 year"
91,4.0,,,,,,,O,O,O,Not enough technical projects for me,"Apr 27, 2021 - Analyst in Luxembourg",Deloitte salary,"Nice experience, multiple intersting projects",Current Employee
92,4.0,***,*****,****,****,***,****,V,-,V,"Salary, Long hours and stress during busy period","Apr 25, 2021 - Analyst in Luxembourg",great place to learn,"Good team spirit, Responsibility
Challenge, Smart colleagues.","Former Employee, more than 1 year"
93,5.0,****,*****,*****,*****,****,*****,O,O,O,The tasks are quite repetitive,"Apr 15, 2021 - Audit Intern in Luxembourg",Very good internships,"Nice team, I learned a lot",Former Intern
94,4.0,***,****,****,****,****,****,O,O,O,- Workload and tigh deadlines but part of the job,"Apr 10, 2021 - Quality and Risk Senior Manager in Luxembourg",A good working atmosphere and nice advantages,"- Exciting opportunities
- A good working atmosphere 
- Nice advantages",Current Employee
95,4.0,****,****,****,****,****,****,O,O,O,A bit of workload for auditors,"Apr 7, 2021 - Audit Manager in Luxembourg",Good workplace,Diversity and extensive work experience,"Former Employee, more than 3 years"
96,4.0,***,**,***,****,****,*****,-,V,V,Not enough time to make proofs that you can be a good auditor,"Apr 6, 2021 - Junior Auditor in Luxembourg",Good team building,"the salary is very attractive, you learn very quickly as an auditor","Former Employee, less than 1 year"
97,5.0,,,,,,,O,O,O,nothing i could think about,"Apr 1, 2021 - Consultant in Luxembourg",2-year experience in consulting,"nice environment, good chance to form excellent working habit",Current Employee
98,4.0,***,***,***,***,***,***,V,-,V,None for the moment now,"Mar 30, 2021 - Senior Auditor in Luxembourg",Good,Work life balance is okay,"Current Employee, more than 1 year"
99,3.0,*,**,**,***,***,**,O,O,O,"1) No female Partners
2) Francophone culture
3) Lack of upward feedback
4) Bonus is pretty low
5) Besides some exceptions, middle management is quite mediocre","Mar 29, 2021 - Consultant in Luxembourg",Salary Luxembourg,"1) Learning experience
2) International working environment
3) Flexibility (WfH)
4) Diversity of projects
5) Relatively flat hierarchy","Current Employee, more than 3 years"
100,5.0,****,*****,*****,*****,*****,*****,V,V,V,"nothing so far, good place overall","Mar 27, 2021 - Deloitte Audit in Luxembourg",Great place to start,good opportunity of growth as junior,"Current Employee, less than 1 year"
101,4.0,**,**,***,****,**,**,-,-,V,Always understaffed and people are underappreciated.,"Mar 26, 2021 - Audit Senior in Luxembourg",Audit Senior,Good place to start your career,"Former Employee, more than 5 years"
102,4.0,,,,,,,O,O,O,no cons to share at the moment,"Mar 21, 2021 - Audit in Luxembourg",nice,nice work environment and learning curve,Current Intern
103,3.0,,,,,,,O,O,O,"Pressure, lot of work, remote work","Mar 18, 2021 - IT Auditor in Luxembourg",Audit IT,"Benefits, cars, meal voucher, paided PTO",Current Employee
104,4.0,****,****,*****,***,***,****,O,O,O,low salary compared to industry,"Mar 16, 2021 - Financial Analyst in Luxembourg",Great experience for entry level,"steep learning curve, many possibilities",Current Employee
105,2.0,*,*,*,***,***,*,O,O,X,No life-balance at all. Very hierarchical.,"Mar 11, 2021 - Tax Consultant in Luxembourg",Deloitte - Junior consultant,You can learn a lot.,"Former Employee, less than 1 year"
106,4.0,,,,,,,O,O,O,Too stressful at times but overall bearable,"Mar 11, 2021 - Junior Auditor in Luxembourg",Good atmosphere,Fast learning environment and experienced managers,Current Employee
107,3.0,**,**,**,***,**,****,-,-,X,Work load during the busy season,"Mar 9, 2021 - Auditor in Luxembourg",Experience,Great place to learn but not to build a career.,"Former Employee, more than 1 year"
108,4.0,****,***,***,***,***,***,O,O,O,I don’t have cons in mind,"Mar 9, 2021 - Tax Consultant in Luxembourg",Deloitte,"Good benefits 
Good environment
Good work/life balance","Current Employee, less than 1 year"
109,3.0,**,***,***,*****,****,***,V,-,V,"work life balance could be better, high turnover","Mar 4, 2021 - Senior Auditor in Luxembourg",Good overall,"Company car, meal vouchers, 13th month, bonus, good first job, big 4","Current Employee, more than 3 years"
110,5.0,,,,,,,O,O,O,Salary Vacation balance Progression Management,"Mar 4, 2021 - Analyst in Luxembourg",Financial Market Risk Analyst,Experience Food People Connections Desks,Current Employee
111,4.0,****,***,****,****,****,****,O,O,O,HR not even caring to look at your CV if one applies for a position from within the firm,"Mar 4, 2021 - Intern in Luxembourg",Good but really poor HR,"Experience, engagement with clients, dynamic","Former Employee, less than 1 year"
112,5.0,*****,*****,*****,*****,****,*****,V,V,V,"A lot of work during audit season, very little work otherwise","Feb 24, 2021 - Auditor in Luxembourg",Very good working environment,"Learn a lot, people are very kind and welcoming, good working environment, food vouchers that can be very useful","Current Intern, less than 1 year"
113,4.0,**,****,****,****,****,****,O,O,O,"- Work-life balance
- Holidays not available in busy periods","Feb 24, 2021 - Senior Auditor in Luxembourg",Good experience,"- Learning opportunity
- Personal and professional developemt",Current Employee
114,4.0,,,,,,,O,O,O,nothing wrong to say about it,"Feb 19, 2021 - Officer in Luxembourg",N/A,good level and good people,Former Employee
115,4.0,***,*****,****,****,***,****,V,O,V,"-Long working hours but balanced by company atmosphere
-Salary could be increased","Feb 11, 2021 - IT Risk Analyst in Luxembourg",A balanced BIG4,"-Very nice work colleagues
-A lot of trainings
-Diversified work engagements","Current Employee, more than 1 year"
116,4.0,,,,,,,O,O,O,Long hours and low salary,"Feb 11, 2021 - Consultant in Luxembourg",Good learning curve,Quick way to learn new things,Current Employee
117,3.0,**,***,***,****,***,**,V,-,X,You will have to be on a defensive mode every day,"Feb 9, 2021 - Manager, Capital Markets in Luxembourg",not the best job I had,"Big company, some side benefits","Current Employee, more than 1 year"
118,5.0,*****,*****,*****,*****,*****,*****,V,V,V,No one as for the moment!,"Feb 5, 2021 - Junior Auditor in Luxembourg",Cool,"Amazing attention to young people.
Great place to start the career!","Current Employee, less than 1 year"
119,5.0,***,*****,****,****,****,****,V,-,V,Working hours during busy seasons,"Feb 4, 2021 - Junior Consultant in Luxembourg",Good,Really interesting and good atmosphere,"Former Employee, more than 1 year"
120,5.0,****,*****,*****,*****,*****,****,-,O,V,Some of the work will not be interesting to do,"Feb 4, 2021 - Anonymous Intern in Luxembourg",Internship,"Work-life balance, Atmosphere, Team-spirit and inclusion","Former Intern, less than 1 year"
121,4.0,*,***,*****,*****,****,****,V,O,V,Hard to maintain a sort of life work balance,"Jan 27, 2021 - Audit Manager in Luxembourg",Great company to start your career in finance,"Diversity of people, great career opportunities and learning, good tools available, quality and smart people, great facilities, good salary","Former Employee, more than 3 years"
122,5.0,*****,*****,*****,*****,****,***,V,-,V,"May be doing a bit of overstaffing in terms of interns, which hinders learning.","Jan 27, 2021 - Audit Trainee in Luxembourg",Intern Audit Deloitte Luxembourg,"Looks good on CV, learn basics of finance and accounting. Might be involved in several lines (PE, Investment Funds, etc.). Great atmosphere.","Former Intern, less than 1 year"
123,4.0,****,****,****,*****,****,****,V,V,V,Little rewards once project complete,"Jan 25, 2021 - Audit Intern in Luxembourg",A great experience to work for the big 4,friendly staff and quite a lot of benefits,"Former Intern, less than 1 year"
